Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 16:01:07 EET,2023-07-26,16:01:07,Link,46,34,1,9,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781165734014198,https://solidnews.ro/alte-stiri/2023/07/26/comaroni-impunerile-climatismului-sunt-escrocherii-in-baza-carora-smecherii-lumii-fac-multi-bani-tampirea-populatiei-e-parte-din-plan/,https://solidnews.ro/alte-stiri/2023/07/26/comaroni-impunerile-climatismului-sunt-escrocherii-in-baza-carora-smecherii-lumii-fac-multi-bani-tampirea-populatiei-e-parte-din-plan/,,,Comaroni: Impunerile climatismului sunt escrocherii în baza cărora șmecherii lumii fac mulți bani! Tâmpirea populației e parte din plan. - Solid News,"Autor: Oana-Medeea Groza În ediția de miercuri a emisiunii „Ce-i în Gușă, și-n căpușă”, moderată de Cozmin Gușă la Radio Gold FM, jurnalistul Bogdan Comaroni a scos la iveală detalii șocante despre încălzirea globală, prezentând ce e argumentat științific și ce e propagandă...",,,,46,1.31
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 18:03:10 EET,2023-07-26,18:03:10,Live Video Complete,43,25,11,4,2,0,0,0,1,0,owned,Yes,608,991,0,00:55:18,https://www.facebook.com/100063623349419/posts/799775078306497,26.07.2023 - ”Sport report” - cu Gabriel Safta,https://www.facebook.com/radiogoldfmromania/videos/799775078306497/,,,26.07.2023 - ”Sport report” - cu Gabriel Safta,,,,,43,-11
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:09:37 EET,2023-07-26,15:09:37,Link,41,28,2,6,3,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739141984888639,Părintele Calistrat șterge pe jos cu coioții moraliști Bănescu și Baconschi: „Cu televizorul prostim poporul”,https://www.activenews.ro/stiri/Parintele-Calistrat-sterge-pe-jos-cu-coiotii-moralisti-Banescu-si-Baconschi-%E2%80%9ECu-televizorul-prostim-poporul-183381,,,Părintele Calistrat șterge pe jos cu coioții moraliști Bănescu și Baconschi: „Cu televizorul prostim poporul”,"După ce a fost atacat de cuplul auriu al intelectualilor lui Ilf și Petrov, recte Bănescu și Baconschi, cunoscutul duhovnic Calistrat Chifan răspunde dezinformărilor de tip bârfă din șanțul ...",,,,41,1.17
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 23:50:20 EET,2023-07-26,23:50:20,Live Video Complete,38,29,2,1,5,0,1,0,0,0,share,No,586,87098,0,02:52:22,https://www.facebook.com/100063785333040/posts/739415454861292,,https://www.facebook.com/arhiepiscopiatomisului.ro/videos/825385132132497/,,,Arhiepiscopia Tomisului,Procesiune cu moaștele Sfântului Mare Mucenic și Tămăduitor Pantelimon și ale Sfinților Epictet și Astion,,,,38,-1.11
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 05:24:20 EET,2023-07-26,05:24:20,Native Video,34,25,3,6,0,0,0,0,0,0,owned,Yes,574,578,0,00:43:03,https://www.facebook.com/100063623349419/posts/780784387385666,Pastila lui Cristoiu 26.07.2023,https://www.facebook.com/radiogoldfmromania/videos/233472299084035/,,,,,,,,34,-1.38
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:09:16 EET,2023-07-26,15:09:16,Link,33,2,6,2,0,0,3,3,17,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739141841555320,"Steagul LGBT, ridicat la Ambasada SUA din București, cu ocazia festivalului Pride. FOTOGRAFIA ZIEI",https://www.activenews.ro/stiri/Steagul-LGBT-ridicat-la-Ambasada-SUA-din-Bucuresti-cu-ocazia-festivalului-Pride.-FOTOGRAFIA-ZIEI-183378,,,"Steagul LGBT, ridicat la Ambasada SUA din București, cu ocazia festivalului Pride. FOTOGRAFIA ZIEI","Steagul LGBT a fost ridicat, marți, 25 iulie, la Ambasada SUA din România, cu ocazia festivalului Pride București 2023. Anunțul a fost făcut de MozaiQ, asociație care reprezintă drepturile ...",,,,33,-1.06
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 12:00:44 EET,2023-07-26,12:00:44,Link,32,21,3,4,1,0,1,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781007237363381,https://solidnews.ro/parteneri/2023/07/26/in-incercarea-maniaca-de-a-mai-salva-ceva-din-administratia-sa-joe-biden-arunca-sua-in-prapastie/,https://solidnews.ro/parteneri/2023/07/26/in-incercarea-maniaca-de-a-mai-salva-ceva-din-administratia-sa-joe-biden-arunca-sua-in-prapastie/,,,"În încercarea maniacă de a mai salva ceva din administrația sa, Joe Biden aruncă SUA în prăpastie - Solid News","Autor: James Howard Kunstler “ … Statul permanent nu are curajul să ia decizii grele – să spună Moscovei: ‘ Să lăsăm în urmă acest episod nefericit ( Ucraina ). Să dezgropăm tentativele de tratate pe care le-am scris în decembrie 2021 și să vedem cum putem colabora, pentru a res...",,,,32,-1.12
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 11:01:07 EET,2023-07-26,11:01:07,Link,31,21,0,7,1,1,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/780975207366584,https://solidnews.ro/parteneri/2023/07/26/un-fals-zelensky-il-suna-pe-alexandre-rothschild-razboiul-din-ucraina-pretext-pentru-a-deturna-fondurile-europene/,https://solidnews.ro/parteneri/2023/07/26/un-fals-zelensky-il-suna-pe-alexandre-rothschild-razboiul-din-ucraina-pretext-pentru-a-deturna-fondurile-europene/,,,Un fals Zelensky îl sună pe Alexandre Rothschild: Războiul din Ucraina - pretext pentru a deturna fondurile europene - Solid News,"Farsa telefonică a provocat senzație. Cei doi ruși specializați în farse telefonice, Vovan și Lexus, au prins în plasă mulți politicieni și celebrități occidentale. Într-un episod recent, „victima” a fost Alexandre de Rothschild. Puternicul bancher a explicat despre ce a fost războ...",,,,31,-1.16
Editura Contra Mundum,editorcontramundum,100063721663801,BOOK_SERIES,RO,"Contra Mundum, cărți care te scot din gândul lumii.",2017-09-25 06:16:00,5914,6471,2023-07-26 10:48:28 EET,2023-07-26,10:48:28,Link,30,24,0,6,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063721663801/posts/771433054990743,"Războiul în sine este un rău absolut, un fenomen extrem de trist și profund contrar însăși esenței creștinismului. Cu neputință este a pune în cuvinte cât de mare ar fi bucuria unei lumi în care oamenii nu se războiesc între ei, iar pacea ar domni pe deplin pe pământ. Realitatea tristă, însă, ne arată cu totul altceva. Doar cei care trăiesc într-o lume a iluziilor sau fanaticii cu gândire îngustă și limitată ar putea afirma că războiul poate fi înlăturat din viața reală. Este cât se poate de firesc să spunem că războiul este o călcare a poruncii: „Nu ucide”. Acest lucru nu poate fi contestat de nimeni. Cu toate acestea, aflăm din Sfânta Scriptură că în aceeași perioadă a Vechiului Testament, când a fost dată această poruncă, poporul israelit a luptat din porunca lui Dumnezeu și și-a învins dușmanii cu ajutorul lui Dumnezeu. Astfel, sensul poruncii „Să nu ucizi” nu se aplică în mod absolut oricărui act de curmare a unei vieți. Această poruncă oprește uciderea din răzbunare, din mânie, prin decizie personală sau act de voință. Când Mântuitorul nostru a explicat sensul înalt al acestei porunci, a ținut să arate că ea oprește nu doar uciderea propriu-zisă, ci și o mânie necreștinească și de prisos. Totuși, într-o convorbire cu apostolii despre vremurile de apoi, Domnul le-a spus: „Iar când veţi auzi de războaie, şi de zvonuri de războaie, să nu vă tulburaţi, căci trebuie să fie.” Prin aceste cuvinte, Domnul respinge în chip hotărât toate afirmațiile care susțin că războiul poate fi ocolit. Este adevărat, am vorbit deja despre cum războiul este o realitate crudă. Totuși, există situații în care războiul poate părea singura cale de a apăra adevărul și drepturile omului, sau ca rezistență împotriva invaziei brutale, cotropirilor și a violenței. Doar astfel de războaie de apărare sunt recunoscute în învățătura creștină. Mai mult, aflăm despre un eveniment din viața Sfântului Atanasie Atonitul, care ilustrează acest aspect.",https://contramundum.ro/2023/07/26/perspectiva-crestina-asupra-razboiului/,,,Perspectiva creștină asupra războiului,"Firește, acest patriotism creștin despre care am vorbit cere de la fiecare dintre noi o slujire cât mai mare a neamului. Valoarea unei astfel de slujiri este cu atât mai importantă cu cât este oferită în mod dezinteresat – liberă […]",,,,30,-1.57
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82858,121039,2023-07-26 09:12:22 EET,2023-07-26,09:12:22,Native Video,27,20,1,6,0,0,0,0,0,0,owned,Yes,319,365,0,00:09:19,https://www.facebook.com/100081871479176/posts/263168453088869,"Despre ""apocalipsa Climatică"" și așa-zișii Salvatori ai Planetei 👉Te poți abona la canalul de Telegram Truth For Life, accesând linkul: t.me/AdevarPentruViata:=:https://t.me/AdevarPentruViata",https://www.facebook.com/AdevarPentruViata/videos/987451516004910/,,,,,,,,27,-4.19
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76371,77294,2023-07-26 13:21:06 EET,2023-07-26,13:21:06,YouTube,27,21,3,2,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/839507950877191,,https://youtu.be/CaMj3Qc8ELw,https://www.youtube.com/watch?v=CaMj3Qc8ELw,,Planul mercenarilor Wagner,Ia postila SRS,,,,27,-1.74
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76371,77294,2023-07-26 11:26:35 EET,2023-07-26,11:26:35,YouTube,27,18,4,2,0,0,2,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/839473490880637,,https://youtu.be/zRkYz8QmhcQ,https://www.youtube.com/watch?v=zRkYz8QmhcQ,,Dispute pe F16,Ia pastila SRS,,,,27,-1.74
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 09:04:57 EET,2023-07-26,09:04:57,Link,25,14,7,0,0,0,1,0,0,3,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/780911747372930,https://solidnews.ro/parteneri/2023/07/26/de-ce-a-pierdut-david-popovici-cursa-de-200-m-la-campionatul-mondial/,https://solidnews.ro/parteneri/2023/07/26/de-ce-a-pierdut-david-popovici-cursa-de-200-m-la-campionatul-mondial/,,,De ce a pierdut David Popovici cursa de 200 m la Campionatul Mondial? - Solid News,"Autor: Marius Ghilezan După ce a obținut un timp senzațional în semifinale, David Popovici părea că are de îndeplinit o simplă formalitate, la Fukuoka, în proba de 200 de metri. A plecat bine în cursă, conducând în permanență, locul 1 părea ca și rezolvat. Din păcate, când mai era...",,,,25,-1.44
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 13:45:02 EET,2023-07-26,13:45:02,Photo,24,20,0,1,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781079937356111,"📢 Astăzi de la ora 16:00 la #radiogoldfm ne dăm întâlnire la Scamatoriile Iosefinei pentru a discuta următoarele subiecte: 😱BOMBĂ: Prefectura Ilfov acoperă azilele groazei - cum funcționează în continuare căminele închise. Bonus: Bogdan Aurescu urmează să fie răsplătit pentru ""serviciile"" aduse patriei. 😡Cum a ars o navă de transport marfă din cauza unei mașini electrice și cum apără Boc parcările de teroriști. 🙄Cum rămân ""conspiraționistii"" fără conturi bancare - partea a doua! 🎉NE PUTEȚI URMĂRI LIVE PE PLATFORMA GOLDTV!!! 🎧🎙 96cu9 MHz sau LIVE pe YouTube & Facebook #solidradio #politică",https://www.facebook.com/photo.php?fbid=781079907356114&set=a.439547628176012&type=3,,"DEZVALUIRI, ANALIZA ȘI PAMFLET DESPRE CLASA POLITICA SOLID RADIO DE LUNI PANA JOI DE LA SCAMATORIILE IOSEFINEI 16:00",,,,,,24,-2.08
Peter Costea,PeterCosteaEuroparlamentar,100044605891725,PERSON,RO,"Președinte Alianța Renașterea Națională

https://costea-parlamentuleuropean.ro/c-v-peter-costea/",2013-12-30 19:27:39,23590,26488,2023-07-26 10:34:50 EET,2023-07-26,10:34:50,YouTube,24,17,0,7,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044605891725/posts/830918161738373,,https://youtu.be/xIsibEpiQDc,https://www.youtube.com/watch?v=xIsibEpiQDc,,Pentru România și viitorul copiilor noștri - Semnează! | Viorel Iuga,Mai multe informații pe: https://identitate-crestina.ro/Sus:=:https://identitate-crestina.ro/ținem proiectul dl. Peter Costea privind inițiativa legislativă cetățenească prin care luna iunie ...,,,,24,-3.46
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:08:44 EET,2023-07-26,15:08:44,Link,22,10,0,5,0,1,0,6,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739141528222018,"Noua normalitate. Un club, două decese subite în aceeași zi",https://www.activenews.ro/stiri/Noua-normalitate.-Un-club-doua-decese-subite-in-aceeasi-zi-183374,,,"Noua normalitate. Un club, două decese subite în aceeași zi","Conform statisticilor perioadei 2018-2020, vârsta medie de deces a bărbaților din Regatul Unit era 82,3 ani, iar cel mai adesea își găseau sfârșitul la 86,7 ani, prin prisma cărora suflării ...",,,,22,-1.59
Peter Costea,PeterCosteaEuroparlamentar,100044605891725,PERSON,RO,"Președinte Alianța Renașterea Națională

https://costea-parlamentuleuropean.ro/c-v-peter-costea/",2013-12-30 19:27:39,23590,26488,2023-07-26 16:29:31 EET,2023-07-26,16:29:31,Status,21,14,0,7,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044605891725/posts/831047051725484,"Sărăcește Europa? Simți un nod în gât citind doar titlurile unor articole recente privind declinul economic al Europei. Devii și mai trist, însă, odată ce începi să le citești. Studii apărute recent par să afirme în unanimitate că economia Europei este în declin. Declinul, afirmă aceleași studii, este o constatare istorică, având în vedere că din anii 70 până în 2000 economia Europei a crescut de la an la an, dar de atunci stagnează. Săptămâna trecută, The Wall Street Journal a publicat un articol care face un sumar al unor studii privind economia Uniunii Europene, publicate anul acesta la Bruxelles, Washington și New York (ONU). [Link: https://www.wsj.com/story/long-envied-by-outsiders-europeans-are-becoming-poorer-13385a9e] Titlul articolului ne întristează: Long Envied by Outsiders, Europeans Are Becoming Poorer / Invidiați vreme de mult timp de cei din afară, europenii sărăcesc. Declinul demografic al Europei e indisputabil și ireversibil. Populația îmbătrânește și chiar în ciuda influxului de migranți tineri, îmbătrânirea se accelerează. Începutul Noului Mileniu a coincis cu începutul declinului militar, politic și economic al Uniunii Europene. Conform datelor statistice publicate de Fondul Monetar Internațional, în ultimii 15 ani (din 2008 până în prezent) economia UE a crescut cu 6%, în timp ce economia SUA a crescut cu 82%. Se anticipează că în 2035, diferența dintre venitul pe cap de locuitor dintre SUA și UE va fi echivalent cu diferența actuală dintre venitul pe cap de locuitor dintre Japonia și Ecuador. Concluzia aceasta e confirmată de un studiu recent publicat la Bruxelles. Economia SUA în 2023 a depășit nivelul de dinaintea pandemiei și este mai puternică decât în 2019. Până în prezent, economia UE nu a ajuns la nivelul din 2019. Între 2019 și 2023, salariile din Germania au scăzut cu 3%, în timp ce în SUA au crescut, în aceeași perioadă de timp, cu 6%. Instabilitatea politică din Marea Britanie, Germania, Franța, Suedia, Belgia e mai mare decât în SUA. [Link: https://www.theatlantic.com/international/archive/2023/07/germany-national-identity-afd-party-political-instability/674786/] Succesul economiei SUA li declinul economiei UE, afirmă studiile citate mai sus, se datorează și faptului că politica monetară din anii pandemiei a fost aplicată diferit. În SUA, politica monetară a accentuat împrumuturile și donațiile nerambursabile pentru cetățeni, iar în Europa alocațiile au fost făcute către companii pentru a preveni falimentul. Politica americană a facilitat consumul de produse și producția, dar nu și în Europa. Anul 2024 e important. Vin alegerile europarlamentare și naționale. Nu vrem o Europă care sărăcește. Dacă Europa sărăcește, va sărăci și România. Ne dorim o economie robustă. Alătură-te Alianței Renașterea Națională! Vă rugăm să alocați câteva secunde pentru a completa formularul de contact: https://aliantarenastereanationala.ro/contact:=:https://aliantarenastereanationala.ro/contact/",,,,,,,,,21,-3.57
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 17:01:25 EET,2023-07-26,17:01:25,Link,20,10,4,1,0,0,4,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781196027344502,https://solidnews.ro/externe/2023/07/26/purice-daca-sua-ajung-sa-l-demita-pe-biden-atunci-vom-fi-intr-o-criza-uriasa/,https://solidnews.ro/externe/2023/07/26/purice-daca-sua-ajung-sa-l-demita-pe-biden-atunci-vom-fi-intr-o-criza-uriasa/,,,"Purice: Dacă SUA ajung să-l demită pe Biden, atunci vom fi într-o criză uriașă! - Solid News","Autor: Oana-Medeea Groza În cadrul emisiunii „Ce-i în Gușă, și-n căpușă”, prezentată de Cozmin Gușă la Radio Gold FM, Ciprian Purice a analizat procedura posibilei demiteri a președintelui SUA Joe Biden, anunțată de către liderul republicanilor Kevin McCarthy. Liderul republicanil...",,,,20,-1.75
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 19:30:37 EET,2023-07-26,19:30:37,Link,19,8,1,1,0,2,0,3,4,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781287484002023,https://solidnews.ro/alte-stiri/2023/07/26/cum-a-ars-o-nava-de-transport-marfa-din-cauza-unei-masini-electrice-si-cum-apara-boc-parcarile-de-teroristi/,https://solidnews.ro/alte-stiri/2023/07/26/cum-a-ars-o-nava-de-transport-marfa-din-cauza-unei-masini-electrice-si-cum-apara-boc-parcarile-de-teroristi/,,,Cum a ars o navă de transport marfă din cauza unei mașini electrice și cum apără Boc parcările de teroriști - Solid News,"Autor: Oana-Medeea Groza În emisiunea „Scamatoriile Iosefinei” difuzată la Radio Gold FM, jurnalista Iosefina Pascal a prezentat ce proiecte mai întreprinde Emil Boc, dar a amintit și de cazul șocant în care a ars o navă de transport marfă din cauza unei mașini electrice. Emil Boc, actu...",,,,19,-1.84
evz.ro,evz.ro,100064545585845,NEWS_SITE,RO,Cel mai bun portal de stiri. Știri la zi. Emisiuni TV tip pamflet. Dezvăluiri istorice. Anchete și in,2010-06-03 12:13:52,140093,253213,2023-07-26 20:30:13 EET,2023-07-26,20:30:13,Photo,19,8,1,3,0,0,6,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064545585845/posts/692637762897737,,https://www.facebook.com/photo.php?fbid=692637749564405&set=a.647486434079537&type=3,,"Am î®nÈ›eles că sunt la modă postările dramatice. De astăzi înainte, voi publica facturile de la gaz, apă, electricitate! RADIO SIMPLU",,,,,,19,-1.58
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 13:32:14 EET,2023-07-26,13:32:14,Link,17,10,1,3,0,2,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/781071127356992,https://solidnews.ro/externe/2023/07/26/gusa-attali-consilierul-presedintilor-frantei-din-ultimele-decenii-l-a-atras-pe-rothschild-in-capcana-rusilor-lumea-este-condusa-in-stil-ga-ga/,https://solidnews.ro/externe/2023/07/26/gusa-attali-consilierul-presedintilor-frantei-din-ultimele-decenii-l-a-atras-pe-rothschild-in-capcana-rusilor-lumea-este-condusa-in-stil-ga-ga/,,,"Gușă: Attali, consilierul președinților Franței din ultimele decenii, l-a atras pe Rothschild în capcana rușilor! Lumea este condusă în stil ga-ga. - Solid News","(transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Ieri v-am prezentat un eveniment fără precedent, acela prin care moștenitorul familiei Rothschild, numitul Alexander Rothschild, a fost atras într-o capcană de cătr...",,,,17,-2.12
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47173,67652,2023-07-26 11:30:08 EET,2023-07-26,11:30:08,YouTube,17,14,0,1,1,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/780992507364854,Ordin de general ,https://youtu.be/_A4wlIpkLxw,https://www.youtube.com/watch?v=_A4wlIpkLxw,,Ordin de general,Ia pastila SRS,,,,17,-1.76
Ziarul National,ziarul.national,100062960695115,TOPIC_NEWSPAPER,RO,Ziarul National - Cel mai longeviv cotidian din Romania!,2011-04-20 13:53:26,63043,61534,2023-07-26 19:45:02 EET,2023-07-26,19:45:02,Link,17,12,0,0,0,0,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100062960695115/posts/641843304591020,,https://bityl.co/K5vf,https://www.national.ro/dezvaluiri/pute-tot-mae-conservele-sie-erau-expirate-799347.html,,PUTE TOT MAE: CONSERVELE SIE ERAU EXPIRATE! | Ziarul National,"Gata, s-a spart buboiul și la Ministerul Afacerilor Externe! Astfel că a fost declanșată obligatoria operațiune de ""auto – curățenie"", după ce deja prea mulți funcționari publici se vedeau t",,,,17,0.89
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:08:13 EET,2023-07-26,15:08:13,Link,17,3,5,3,0,0,6,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739140994888738,Ion Cristoiu: Eduard Hellvig a găsit un motiv surprinzător de a fi mândri ca români: avem o democrație model,https://www.activenews.ro/opinii/Ion-Cristoiu-Eduard-Hellvig-a-gasit-un-motiv-surprinzator-de-a-fi-mandri-ca-romani-avem-o-democratie-model-183371,,,Ion Cristoiu: Eduard Hellvig a găsit un motiv surprinzător de a fi mândri ca români: avem o democrație model,Jurnalul meu video | 25 iulie 2023 Coaliția a găsit o soluție la criza deficitului bugetar: creșterea TVA-ului cărților. Washington Post crede și azi că rebeliunea lui Prigojin a ...,,,,17,-2.06
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90973,2023-07-26 15:07:41 EET,2023-07-26,15:07:41,Link,16,7,0,3,0,0,0,5,1,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/739140388222132,"Mihai Tîrnoveanu: Dan Ciprian Grăjdeanu, șeful Frăției Ortodoxe a fost rănit grav în lupta pentru Transilvania de la Băile Tușnad!",https://www.activenews.ro/opinii/Mihai-Tirnoveanu-Dan-Ciprian-Grajdeanu-seful-Fratiei-Ortodoxe-a-fost-ranit-grav-in-lupta-pentru-Transilvania-de-la-Baile-Tusnad-183370,,,"Mihai Tîrnoveanu: Dan Ciprian Grăjdeanu, șeful Frăției Ortodoxe a fost rănit grav în lupta pentru Transilvania de la Băile Tușnad!",Astăzi va fi operat de urgentă la coloana vertebrală de către domnul doctor Ștefan Mindea. Să vă rugați fraților pentru camaradul nostru și pentru doctorul care cu ajutorul lui Dumnezeu îi ...,,,,16,-2.19
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76371,77294,2023-07-26 12:16:13 EET,2023-07-26,12:16:13,YouTube,16,12,2,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/839487840879202,,https://youtu.be/P6s4N62OMbE,https://www.youtube.com/watch?v=P6s4N62OMbE,,Se prescriu sau nu mii de dosare?,Ia pastila SRS,,,,16,-2.94
Sorin Rosca Stanescu,srstanescu,100044539801836,JOURNALIST,RO,"Jurnalist de investigatii extrem de incisiv, imi asum riscuri majore in lupta impotriva hotiei si ne",2012-11-01 10:27:57,76371,77294,2023-07-26 08:51:32 EET,2023-07-26,08:51:32,Link,16,13,1,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044539801836/posts/839425997552053,,http://www.corectnews.com/politics/comedia-wagner-se-joac-mai-departe,,,Comedia Wagner se joacă mai departe,A 11-a coloană de blindate de ultimă generație a ajuns în Belarus. Crește acolo concentrarea luptătorilor Wagner. În proximitatea graniței cu Polonia. relativ aproape de Kiev. Iar Vladimir Putin nu are nicio reacție specială. Și nici omologul său belarus. Cu excepția faptului că și un...,,,,16,-2.5
