Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,763189,N/A,2023-07-09 13:08:08 EET,2023-07-09,13:08:08,Photo,58,53,0,4,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2639259766226462,AMIN!,https://www.facebook.com/photo.php?fbid=1444489299631894&set=p.1444489299631894&type=3,,,Andrada,"Pe extravertitul cel pozitiv îl pasc două lucruri: conformismul și isteria. Cuminții, idealiștii, receptivii, impresionabilii, entuziaștii, ascultătorii pot fi luați pe sus de modă, trend, slogan, indemn, inițiativă, val, imagine publică, ideal. Ei au toate calitățile (dar și semnalmentele) să se insereze în sincronul impus de atmosfera generală pe care o creează evoluția unui fenomen. Pozitivi și maleabili, vor recepta valoarea, înclinația “potrivită” a acelei mișcări și o vor replica în mod conștiincios (sau, în punctul cel mai jos al specificului lor, mimetic, dacă ne referim la faptul că extravertitul riscă un conformism incapabil de protest real).

          De ce și de unde această dinamică?

          În cuvintele precise ale lui Jung, fiindcă ceea ce îl caracterizează pe extravertit este “relația intensă cu obiectul”. Extravertiții sunt cuminți și ascultători (“frumoși”) tocmai fiindcă își construiesc și sunt împinsi să isi construiasca interioritatea prin ajustarea la repere exterioare. Extravertitul (și geamanul lui, conformistul) nu poate fi un marginal, un alienat, un însingurat. El rămîne un atașat. Atașat mișcării sau grupului din care face parte. El există prin mișcarea de relație cu ceva din afara lui, nicidecum altfel. Tocmai această mișcare de înfășurare (relaționare) cu exterioritatea constituie însăși structura, modalitatea de a fi a extravertitului.

          Obiectul poate fi părintele, profesorul, idealul, umanitatea, planeta, intelectualul la modă, sloganul la modă (“Și eu mă vaccinez”, “Și eu stau acasă”, “Și eu votez”, etc) hashtag-ul (#rezist, #metoo, #travel, #vară, #beautiful, #love etc), regimul alimentar la modă, sexualitatea la modă, educația sexuală la modă, ecologismul la modă. “Și eu” – mișcarea sincron. Nu prea poți fi altfel dacă îți revendici altfelitatea (am inventat pe loc acest cuvînt) în dreptul unui hashtag.  Hashtag-ul e culmea conformismului. Oamenii care vor să își întărească imaginea de sine la adăpostul tuturor mișcărilor de emancipare socială și identitară care corespund la țanc vremurilor nu pot fi decît niște nesiguri. Salvați copiii bolnavi de cancer, jos violența împotriva femeilor, sus educația, sus rațiunea. Evident! Păi dacă încep să susțin lucruri evidente, #beautiful, #onorabile, #drăguțe, înseamnă că vreau să mă simt bine cu mine însămi și nimic altceva. Că de unde Dumnezeu să fiu capabil de atîta cinste, atîta frumusețe, atîta respectabilitate? Sloganurile sunt fantasme, dorințe. De ce n-arată lumea asta în care trăim altfel dacă trăiesc în noi atîtea hashtag-uri? 
Mă rog, dacă mă întrebați pe mine, nu se cheamă că ești nonconformist dacă întorci pe dos haina pe care (ăialalți) conformiștii o poartă pe față. Nonconformismul ar trebui să respire un aer de ingenuitate, nu de mimetism. 
Mă și întreb cine e cu adevărat nonconformist? O fi cineva cu adevărat? Poate că temerarii sau salvamontiștii. Indivizii ăia care urcă pe munte să salveze vieți cînd e risc de avalanșă. Avalanșa și moartea nu mai țin de societate. Probabil că ei sunt nonconformiști. Poate omul atunci cînd își pierde nițel mințile și convențiile nu mai au sens pentru el. Poate elanul spiritual, așa cum îl descrie Berdiaev în Cunoașterea de sine, cu îndoielile si frămîntările sale răzvrătite, să țină de nonconformism. În rest, în societate e plin de noncoformiști-conformiști sadea. Probabil că nu cunosc niciun om cu adevărat nonconformist, fiindcă urmele spontane ale nonconformismul său ar trebui să țină de zbaterea sa interioară, care nu se vede. Probabil că nonconformismul ține ori de chin, ori de curaj. Și tot ce ajunge să se vadă în afară (pe Facebook, în ziare, pe Instagram) trece în conformism. Dar bine că e așa! Asta ne-ar mai lipsi, o lume exterioară care să arate întocmai ca lumea noastră interioară.

          Revenind la critica conformismului: dacă pentru conformist cumințenia (sincronizarea) este esențială, înseamnă că agresivitatea (lui) iese din discuție.

          Pentru acest individ cuminte, neascultatorii, obraznicii sunt “specimene”. Specimenele îl sperie si îl tulbură fiindcă îi amintesc de propria lui inadecvare interioară, inferioritate bine refulat. “Specimenele” îl fac să se jeneze pe extravertit fiindcă sunt “inferiorii” refulați. El își obține pacea minții, pacea somatică și valoarea de sine conformîndu-se cerințelor exterioare. Tocmai fiindcă e extravertit (deschis) nu poate tolera prezența “dubioșilor”, “gălăgioșilor”. Dubioșii, obraznicii, ca obiecte externe, nu pot constitui obiecte bune, pasibile de relații de obiect. Obiectele rele sunt tulburătoare și trebuie ținute la distanță (și respect) de cel care replică în interior ceea ce întîlnește în afară. La închisoare cu ei! Refularea!

          Vă rog să vă gîndiți că oamenii, flagrant de sociali, sunt extrem de influențabili. Și deși conformismul poate să se nască din bun simț și înclinație spre ordine și structură, poate să nască și mari anomalii. Unul dintre cele mai elegante experimente (truncated)",,,,58,-7.07
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46900,67453,2023-07-06 18:01:09 EET,2023-07-06,18:01:09,Link,57,35,1,10,0,2,0,1,8,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/765816468882458,https://solidnews.ro/parteneri/2023/07/06/avocatul-gheorghe-piperea-dezvaluiri-despre-listarea-la-bursa-a-hidroelectrica/,https://solidnews.ro/parteneri/2023/07/06/avocatul-gheorghe-piperea-dezvaluiri-despre-listarea-la-bursa-a-hidroelectrica/,,,"Avocatul Gheorghe Piperea, dezvăluiri despre listarea la bursă a Hidroelectrica - Solid News","Atac voalat la moralitatea lui Dan Andronic – EVZ Avocatul Gheorghe Piperea publică, într-o postare pe Facebook, mai multe informații despre cum subiectul listării la bursă a Hidroelectrica a scos la suprafață anumite persoane care, în ciuda trecutului tenebros, se doresc a fi un etalon a...",,,,57,1.5
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23077,26916,2023-07-07 18:54:50 EET,2023-07-07,18:54:50,Photo,57,15,1,12,0,1,1,11,15,1,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/819243059758140,"VOR URMA ARME NUCLEARE? Furnizarea de bombe cu fragmentare va avea consecințe. SUA nu are nicio problemă, războiul este departe de ea. Dar e foarte transparent că ceea ce se dorește este să se toarne benzină peste foc. Vor furniza Ucrainei arme nucleare? E adevărat, complexul militar-industrial prosperă iar dolari se tipăresc fără număr. Nu poți opri un conflict prin astfel de inginerii financiare, dar poți da foc lumii. Mai ales când pui un tataie cu demență senilă să poarte valiza cu butonul roșu.",https://www.facebook.com/photo.php?fbid=819243023091477&set=a.580247996990982&type=3,,"MEDIAFAX. scrie aici ce cauți SECȚIUNI caută ȘTIRILE ZILEI Ultimele Ètiri Ultima actualizare: 7 iul 2023 19:35 Washington Post: Biden a aprobat furnizarea de bombe cu fragmentare Ucrainei /ONU critică iniÈiativa EXTERNE astăzi, 17:31 Preşedintele SUA, Joseph Biden, a aprobat furnizarea de muniție cu fragmentare Ucrainei, iar[...] mai mult",,,,,,57,-6.79
Oana-Elena Lovin,OanaLov369,100053585390813,COMEDIAN,RO,Să râdem ca să nu plângem,2019-11-29 11:49:44,50678,80831,2023-07-07 15:11:50 EET,2023-07-07,15:11:50,Native Video,56,40,5,3,8,0,0,0,0,0,share,No,0,848,0,00:00:24,https://www.facebook.com/100053585390813/posts/796958412100331,,https://www.facebook.com/reel/128165466980160/,,,El Comandante Group,"Vineri - Intrarea liberă la cea mai bună distracție din Centrul Vechi!Rezervă telefonic o masă la El Comandante, vino până în ora 23:00 şi beneficiezi de oferta cu 1+1 gratis la sticlele de Jim Beam White, Russian Standard Vodka sau Captain Morgan în perioada 1 mai – 1 septembrie 2023.ATENTIE! Oferta nu este valabilă fără rezervare!!!*Pachetele sunt disponibile până în ora 24:00.**Rezervarea trebuie ocupată până în ora 23:00.***Ofertă valabilă în fiecare zi, în afară de sâmbătă. Str. Blănari nr. 21  Rezervări: 0728 555 043 #elcomandante #centruvechi #lipscani #oldcity #bucuresti #club #dance #bucharest #bucharestlife #bucharestnights #petrecere #discoverbucharest#beerlover #beerlovers #partytime #partylovers #oldcitybucharest",,,,56,-13.89
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46905,67458,2023-07-07 14:34:09 EET,2023-07-07,14:34:09,Live Video Complete,55,23,13,10,9,0,0,0,0,0,owned,Yes,1448,1866,0,01:27:16,https://www.facebook.com/100063623349419/posts/825068588964165,"07.07.2023 - ""63 by Adina și Oana Timofte""",https://www.facebook.com/radiogoldfmromania/videos/825068588964165/,,,"07.07.2023 - ""63 by Adina și Oana Timofte""",,,,,55,-8.38
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241602,290990,2023-07-08 22:44:33 EET,2023-07-08,22:44:33,Link,55,32,8,2,2,8,0,1,1,1,,-,0,0,0,N/A,https://www.facebook.com/100044152373697/posts/828811525267252,,https://m.activenews.ro/stiri/Groful-UDMR-ist-Borboly-Csaba-ar-vrea-arestarea-lui-Mihai-Tirnoveanu-azi-la-Valea-Uzului-unde-sis-aunstalat-150-de-cruci-la-capataiul-eroilor-romani-abandonati-de-sistemul-ticalosit.-Calea-Neamului-raspunde-Treceti-Batalioane-Romane-Carpatii-VIDEO-183023,https://www.activenews.ro/stiri/Groful-UDMR-ist-Borboly-Csaba-ar-vrea-arestarea-lui-Mihai-Tirnoveanu-azi-la-Valea-Uzului-unde-sis-aunstalat-150-de-cruci-la-capataiul-eroilor-romani-abandonati-de-sistemul-ticalosit.-Calea-Neamului-raspunde-Treceti-Batalioane-Romane-Carpatii-VIDEO-183023,,"Groful UDMR-ist Borboly Csaba ar vrea arestarea lui Mihai Tîrnoveanu azi, la Valea Uzului, unde sis-aunstalat 150 de cruci la căpătâiul eroilor români abandonați de sistemul ticăloșit. Calea Neamului răspunde: Treceți Batalioane Române Car","Groful UDMR-ist Borboly Csaba a depus o plângere penală contra lui Mihai Tîrnoveanu de la Calea Neamului și Mișcarea Națională, care, împreună cu Frăția Ortodoxă, Starea de Libertate, ...",,,,55,-1.73
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46905,67458,2023-07-07 06:34:01 EET,2023-07-07,06:34:01,Native Video,52,42,6,3,0,0,1,0,0,0,owned,Yes,797,798,0,00:44:52,https://www.facebook.com/100063623349419/posts/766229848841120,Pastila lui Cristoiu 07.07.2023,https://www.facebook.com/radiogoldfmromania/videos/6262345857167381/,,,,,,,,52,1
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 21:30:19 EET,2023-07-07,21:30:19,Link,52,45,2,3,1,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726761622793342,"IPS Calinic șterge pe jos cu Vasile Bănescu și Radu Preda: Bănescu, un câine lipsit de caracter care face rău Bisericii și nu ascultă de stăpân iar Preda n-are ”tătă mintea bună” și e în cârdășie cu intelectualii care au vrut să schimbe data Paștilor",https://www.activenews.ro/prima-pagina/IPS-Calinic-sterge-pe-jos-cu-Vasile-Banescu-si-Radu-Preda-Banescu-un-caine-lipsit-de-caracter-care-face-rau-Bisericii-si-nu-asculta-de-stapan-iar-Preda-n-are-tata-mintea-buna-si-e-in-cardasie-cu-intelectualii-care-au-vrut-sa-schimbe-data-Pastilor-183017,,,"IPS Calinic șterge pe jos cu Vasile Bănescu și Radu Preda: Bănescu, un câine lipsit de caracter care face rău Bisericii și nu ascultă de stăpân iar Preda n-are ”tătă mintea bună” și e în cârdășie cu intelectualii care au vrut s","ÎPS Calinic, Arhiepiscopul Sucevei și Rădăuților, îl pune la punct pe Vasile Bănescu, purtătorul de cuvânt al Patriarhiei, spunând că 'are și ceva probleme cu caracterul'. Ierarhul l-a ...",,,,52,1.53
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241601,290997,2023-07-06 20:05:17 EET,2023-07-06,20:05:17,Photo,50,17,8,9,0,6,0,1,9,0,,-,0,0,0,N/A,https://www.facebook.com/100044152373697/posts/827476572067414,"Vaaai!!! Ce lista lunga!!! Iti îa minute bune sa o citești, darămite sa mai și calculezi valoarea de piață care depășește câteva milioane bune de euro!!! E declarația de avere a primarului din Dărmănești!!! Cel care a demolat cu sânge rece crucile eroilor din Cimitirul de la Valea Uzului!!!😡😡😡 De unde și cum a dobândit toate aceste proprietăți??? Din salariul de primar???😡😡😡 Sâmbăta 8 iulie, romanii merg la Cimitirul Internațional de la Valea Uzului!!!🙏🙏🙏 Detalii mâine la 14.00 de la Mihai Tarnoveanu!!!💪 https://m.activenews.ro/stiri-justitie/SACRILEGIU-Crucile-de-la-Valea-Uzului-au-fost-demolate-cu-buldozerul-182859:=:https://www.activenews.ro/stiri-justitie/SACRILEGIU-Crucile-de-la-Valea-Uzului-au-fost-demolate-cu-buldozerul-182859 DECLARAŢIE DE AVERE Subsemnatul Constantin T. Toma, având funcţia de Primar la Orasul Darmanesti cunoscând prevederile art. 292 din Codul penal privind falsul în declaraţii, declar pe proprie răspundere că împreună cu familia) deţin următoarele:",https://www.facebook.com/photo.php?fbid=827476145400790&set=a.205811550900589&type=3,,,Photos from Adriana Bahmuteanu Official's post,,,,,50,-4.8
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241601,290997,2023-07-06 11:07:01 EET,2023-07-06,11:07:01,Link,50,33,6,6,1,4,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044152373697/posts/827224715425933,"BOMBA ANULUI!!! Bogdan Comaroni a avut dreptate, Newsweek îi validează teoria referitoare la înțelegerile subterane ruso-americane pentru războiul ucrainean! 💪👏 ",https://mariustuca.ro/externe/newsweek-cia-si-putin-s-au-inteles-asupra-regulilor-razboiului-cu-trei-luni-inainte-de-invazia-ucrainei-67027.html,https://mariustuca.ro/article-67027.html,,Newsweek: CIA și Putin s-au înțeles asupra regulilor războiului cu trei luni înainte de invazia Ucrainei,"In noiembrie 2021, cu trei luni înainte de invazie, Biden l-a trimis pe seful CIA, William Burns, la Moscova pentru a avertiza Kremlinul de consecințele oricărui atac. Deși președintele rus l-a respins pe...",,,,50,-1.92
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,763151,N/A,2023-07-08 16:11:31 EET,2023-07-08,16:11:31,Photo,49,44,0,1,1,0,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2638306826321756,😂😂😂😂😂😂😂😂😂😂,https://www.facebook.com/photo.php?fbid=6384309241636765&set=p.6384309241636765&type=3,,"DH6: Refuting the Correctly identifies the central message central point and proposes why it is flawed. DH5: Refutation Responding in part to the argument, without addressing the central point. DH4: Counterargument Contradiction with new evidence reasoning, which does not respond to the original argument. DH3: Contradiction States the opposing case, with little or no reasoning supporting evidence. DH2: Responding to tone Criticizes the writing without addressing the argument. DH1: Ad Hominem attack DHO: Name-calling Attacks personal characteristics of the author rather than the argument.",Paul Dragos,"Cand am pus in capul postarii anterioare precizarea urmatoare:

""O nota pentru colegi de breasla si parteneri de dialog cu care am colaborat, colaborez, dialoghez si cu care stiu ca se poate comunica profesional, decent si la obiect pe baza de logica si factologie (altfel spus ceea ce urmeaza nu are intentie polemica si nu vizeaza domeniul si opiniile intelectualilor publici sau influencerilor)""

...era cred destul de evident pentru orice -mai putin, se vede, pentru Domnul Papahagi- ca  domnia sa se afla exact in acea categorie: persoane cu care ""nu se poate comunica profesional, decent si la obiect pe baza de logica si factologie"". Deci ca NU era vizat de ea.

Reactia domniei sale confirma acest lucru. Distorsiune deliberata, redundanta patologica, obsesiva, lipsa de masura si decenta in a se tine scai de cineva care i-a dat de mult dreptate si i-a cerut un singur lucru, sa fie lasat in pace, lipsa elementara de capacitate si onestitate in a recunoaste si adresa argumente, folosirea unor scheme primitive de acuzare prin implicatie si innuendo, primitivism in incapacitatea de a trece dincolo de nivelul elementar de a eticheta preopinentii si de a crea stigmatizare prin asociatie, crearea de ""oameni de paie"" si neglijarea logicii elementare in adresarea argumentelor. Pe scurt, tot tacamul.

Nu numai ca nu pare sa fi invatat nimic dar pare ca nici nu poate invata din ceea ce in mod normal predam in primul an de facutate: Modul standard, civilizat si profesional de a practica disputa intelectuala.

Domnia sa este ca profesorul de patinaj al lui Arghezi: Nu te invata cum sa patinezi ci cum sa NU o faci. Si prin implicatie, daca eviti sa faci ce face domnia sa, reusesti sa patinezi. Daca acesta este scopul si rolul interventiilor sale publice, atunci, da: Domnul Papahagi este un adevarat pedagog national. Insumarea vie a cam tot ceea ce invatam studentii de  anul intai la cursul de logica si sau gandire critica ca e malpraxisul intelectual.

Pericolul este insa urmatorul. Sute de cititori care il urmaresc crezand din varii motive ca are ceva de spus in dezbaterea nationala (nu are, dovada fiind repertoriul sarac si banal de idei, argumente si informatie cu care opereaza)  pot ajunge sa creada ca ACESTA  este nivelul la care se poarta (sau trebuie sa se poarte) polemicile intelectuale. Nu e asa. Dincolo de continut, polemica intelectuala are o structura, o logica, niste reguli. Vezi imaginea de mai jos.

Ceea ce face d-l Papahagi in ultima sa postare bate un record. Este sub baza piramidei. E sub orice critica. 

Asadar: In lumea primitiva a influencerilor, propagandistilor si ideologilor rudimentari cu care d-l Papahagi se identifica si in care d-l Papahagi competioneaza, e posibil ca regulile jocului sa fie cele pe care le foloseste cu obstinatie. Acolo se califica si acolo este stapan si forta dominanta (intre altele si pentru ca din cate vad, intre toti care ocupa spatiul pe acolo, in aplauzele publicului tinta, dumnealui si-a dorit mai mult victoria). I-am cedat de mult tot domeniul, sa straluceasca si infloreasca acolo.

Nu am sa il urmez insa pe acea cale. Il urmez insa ca spectator in zona ridicolului si a penibilului in care insista sa se plaseze. Iar acolo nu doar pentru amuzament ci si ca martor la un experiment: Cat poate si pana unde poate sa mearga cineva, inversunat si asudat, odata ce a luat-o pe calea asta?! Iata o intrebare fascinanta. 

Pacat: Niste energii si resurse care ar putea fi folosite altfel daca cei din jur si care tin la el si ii vor binele, in loc sa il incurajeze, l-ar trage de maneca spunandu-i ca deja a depasit de mult limitele normalitatii si decentei in toata povestea asta in care s-a bagat singur si insista sa se infunde pana la capat...

Dar care e capatul? 
That is the question....",,,,49,-10.08
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90967,2023-07-08 11:56:01 EET,2023-07-08,11:56:01,Photo,49,28,3,5,11,0,0,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/727187716084066,,https://www.facebook.com/photo.php?fbid=660729199432569&set=a.628785195960303&type=3,,,Fratia Ortodoxa Sf. Mare Mucenic Gheorghe purtatorul de Biruinta,"Dr Mihai Tirnoveanu:
Treceți Batalioane Române Carpații!
Pentru Crucea lui Hristos si a Neamului tău, pentru libertatea ta de conștiință națională, pentru ca genunchii tăi să nu fie îndoiți și capul tău să nu fie plecat! Ne-au luat străinii și pământuri de grâne și aur și petrol, iar acum ne-au luat și crucile de pe mormintele sfinte de  eroi. Vom ridica altele, din lemnul pădurilor noastre care au văzut și luptă si jertfă. Este un lemn viu udat cu sânge, este lemnul vechilor biserici, este lemnul din care răsună toaca noastră cea de toate zilele, cea de toate veacurile. Vom ridica Împreună, cu brațele noastre aceste Cruci, pentru că altfel nu ne vom mai putea lua înapoi ce am pierdut până acum. De vom ceda acum, vom ceda practic totul, căci temelia ridicării unei Țări este lespedea de pe mormintele Eroilor ei. 
Cu pace, pace, pace, mergem la Valea Uzului!
Cu Dumnezeu înainte pentru Biruința Neamului Românesc!",,,,49,1.11
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89801,90969,2023-07-07 22:27:00 EET,2023-07-07,22:27:00,Link,49,41,1,5,1,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/726786232790881,Arhim. Hariton Negrea: Cei care au vrut să impună Sfântului Sinod schimbarea datei Sfintelor Paști NU LUCREAZĂ CU DUMNEZEU. Avanpremieră VIDEO,https://www.activenews.ro/stiri/Arhim.-Hariton-Negrea-Cei-care-au-vrut-sa-impuna-Sfantului-Sinod-schimbarea-datei-Sfintelor-Pasti-NU-LUCREAZA-CU-DUMNEZEU.-Avanpremiera-VIDEO-183021,,,Arhim. Hariton Negrea: Cei care au vrut să impună Sfântului Sinod schimbarea datei Sfintelor Paști NU LUCREAZĂ CU DUMNEZEU. Avanpremieră VIDEO,Părintele Arhimandrit Hariton Negrea de la Mănăstirea Petru Vodă despre inițiativa schimbării calendarului: Cei care au vrut să impună Sfântului Sinod schimbarea datei Sfintelor Paști NU ...,,,,49,1.44
evz.ro,evz.ro,100064545585845,NEWS_SITE,RO,Cel mai bun portal de stiri. Știri la zi. Emisiuni TV tip pamflet. Dezvăluiri istorice. Anchete și in,2010-06-03 12:13:52,140121,253296,2023-07-06 13:10:01 EET,2023-07-06,13:10:01,Link,49,40,7,0,1,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100064545585845/posts/680534030774777,,https://evz.ro/nascut-pe-6-iulie-constantin-balaceanu-stolnici-implineste-100-de-ani.html,,,Născut pe 6 iulie. Constantin Bălăceanu-Stolnici împlinește 100 de ani,"Constantin Bălăceanu – Stolnici s-a născut la 6 iulie 1923, la Bucureşti. A absolvit Facultatea de Medicină din Bucureşti, în 1947. În 1968, a obţinut titlul de doctor în ştiinţe medicale, potrivit volumului „Membrii Academiei Române. Dicţionar” (Editura Enciclopedică, Bucureşt...",,,,49,2.58
evz.ro,evz.ro,100064545585845,NEWS_SITE,RO,Cel mai bun portal de stiri. Știri la zi. Emisiuni TV tip pamflet. Dezvăluiri istorice. Anchete și in,2010-06-03 12:13:52,140121,253296,2023-07-06 10:59:56 EET,2023-07-06,10:59:56,Live Video Complete,49,34,5,2,4,1,0,0,3,0,crosspost,No,1238,1238,3542,01:01:34,https://www.facebook.com/100064545585845/posts/670099531197584,"Satanizarea lui Evgheni Prigojin la televiziunea rusă Astăzi, cu colonelul SRI Tudor Păcuraru. Despre ultimele noutăți cu privire la evenimentele din Ucraina și Rusia. Pericolul ca centrala de la Zaporojie să fie folosită ca armă nucleară, campania începută de televiziunile rusești, în care este dezvăluită publicului adevărata față a lui Evgheni Prigojin și ultimele mișcări militare de pe frontul ucrainean sunt doar câteva dintre subiectele pe care jurnalistul Mirel Curea le va aborda cu invitatul său. Intră pe https://www.edituradecarte.ro/.:=:https://www.edituradecarte.ro/ Aici găsești cărțile tale preferate! Urmărește și producțiile video marca Evenimentul Istoric pe canalul oficial de Youtube Evenimentul Istoric - https://www.youtube.com/@evenimentulistoric1538:=:https://www.youtube.com/channel/UCFcckis3pY3ZbQohDiD_Xxw Informații oferite de: Evenimentul Zilei - ( https://evz.ro/ ), Capital - ( https://www.capital.ro/ ) Evenimentul Istoric - ( https://evenimentulistoric.ro/ ), Reţete şi Vedete - ( https://retetesivedete.ro/ ), Doctorul Zilei - ( https://www.doctorulzilei.ro/ ), InfoActual - ( https://www.infoactual.ro/ ), InfoFinanciar - ( https://www.infofinanciar.ro/ ), Animal Zoo - ( https://www.animalzoo.ro/ )",https://www.facebook.com/evz.ro/videos/670099531197584/,,,Satanizarea lui Evgheni Prigojin la televiziunea rusă,,,,,49,-12.92
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,763115,N/A,2023-07-07 17:04:32 EET,2023-07-07,17:04:32,Link,48,47,0,0,0,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2637346409751131,👀👀👀,https://www.stiripesurse.ro/scandalul-batranilor-maltratati-ministrul-muncii-il-ataca-dur-pe-seful-cj-ilfov-hubert-thuma-ef_2983653.html,,,"Scandalul bătrânilor maltratați – ministrul Muncii îl atacă dur pe șeful CJ Ilfov, Hubert Thuma: Șeful DGASPC nu mai era acolo, dacă eram președinte de CJ","Ministrul Muncii Marius Budăi a precizat că, în contextul anchetei privind bătrânii torturaţi în azile, că în cazul în care ar fi fost preşedintele...",,,,48,-4.08
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46900,67453,2023-07-06 17:30:30 EET,2023-07-06,17:30:30,Link,47,33,4,8,0,1,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/765795952217843,https://solidnews.ro/parteneri/2023/07/06/florian-coldea-prins-in-caracatita-otopeni-inculpatii-il-acuza-de-blocajul-la-grindeanu-in-stenogramele-din-dosarul-spagilor-pentru-duty-free-uri/,https://solidnews.ro/parteneri/2023/07/06/florian-coldea-prins-in-caracatita-otopeni-inculpatii-il-acuza-de-blocajul-la-grindeanu-in-stenogramele-din-dosarul-spagilor-pentru-duty-free-uri/,,,"Florian Coldea, prins în CARACATIȚA Otopeni - Inculpații îl acuză de blocajul la Grindeanu în stenogramele din dosarul șpăgilor pentru duty-free-uri - Solid News",Stenogramele din megadosarul șpăgilor pentru duty-free-urile din aeroportul Otopeni scot la iveală posibila influență a fostului număr doi în Serviciul Român de Informații – generalul în rezervă Florian Coldea. Inculpații din dosarul presupuselor șpăgi de pe aeroportul Otopeni susți...,,,,47,1.34
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,46924,67477,2023-07-09 14:01:12 EET,2023-07-09,14:01:12,Link,46,38,3,0,3,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063623349419/posts/768043611993077,https://solidnews.ro/parteneri/2023/07/09/disney-a-pierdut-900-de-milioane-de-dolari-din-cauza-personajelor-progresiste-woke/,https://solidnews.ro/parteneri/2023/07/09/disney-a-pierdut-900-de-milioane-de-dolari-din-cauza-personajelor-progresiste-woke/,,,Disney a pierdut 900 de milioane de dolari din cauza personajelor progresiste woke - Solid News,"Un raport YouTube susține că Disney a pierdut 900 de milioane de dolari în ultimele opt filme de lung metraj, dintre care multe includ personaje progresiste „woke”, scrie New York Post citând podcastul The Megyn Kelly Show. „Oamenii nu cumpără acest conținut”, a spus Kelly în tim...",,,,46,1.39
