Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8607,29163,2023-09-25 20:33:52 EET,2023-09-25,20:33:52,Live Video Complete,"1,224",703,206,210,100,2,0,0,1,2,owned,Yes,6666,7213,0,00:41:08,https://www.facebook.com/100085495329227/posts/646374464333168,Aurelian.RO@interviu cu Grigore Culian (NY) 25 sep 2023,https://www.facebook.com/100085495329227/videos/646374464333168/,,,Aurelian.RO@interviu cu Grigore Culian (NY),,,,,-1.35
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48411,68767,2023-09-25 12:00:24 EET,2023-09-25,12:00:24,Live Video Complete,"1,020",523,315,81,87,1,3,1,3,6,owned,Yes,8926,9073,0,02:14:05,https://www.facebook.com/100063623349419/posts/1967737520271675,"25.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1967737520271675/,,,"25.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.54
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,145233,162503,2023-09-26 16:21:41 EET,2023-09-26,16:21:41,Status,644,529,13,89,6,1,0,6,0,0,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/337392698861944,"Globalizarea poate avea avantajul transformării lumii într-un sat global în care toți suntem interconectați și, teoretic, avem acces la produse și servicii de aceeași calitate, dar poate determina consecințe nocive din multiple perspective, cum ar fi: (i) polarizarea economică și socială - un sat global în care o minoritate foarte redusă deține marea majoritate a resurselor și a bogățiilor, imensa majoritate a „sătenilor” neavând ca „bogăție” decât propria forță de muncă, nu este chiar o lume dezirabilă; (ii) redistribuirea injustă a bogățiilor și resurselor dinspre marea masă a „sătenilor” către un număr redus de privilegiați ai satului global; (iii) emanația unor monștri economici globali, care nu mai pot fi evitați, pentru că nu mai lasă alternativă (there is no alternative – efectul TINA), prin achizițiile ostile, agresive și chiar asasinatele economice; (iv) protecționismul de stat, permis în mod „natural” în privința „campionilor” industriali, comerciali și tehnologici care își au sorgintea în statele cu economie puternică și militarizată (SUA, China) ori cu cetățeni care încă au putere mare de cumpărare (Japonia, Canada, Australia, economiile puternice ale UE, cum ar fi Germania, Franța și Olanda), dar interzis statelor cu economii slabe sau în perpetuu curs de dezvoltare. În urmarea unei concentrări economice autorizată și, ulterior, încununată de succes, rezultă o întreprindere mai mare și mai puternică, un pol de interese economic, social, politic și chiar cultural care creează „gravitație proprie”, ceea ce poate explica efectul Matei* în ceea ce le privește, adică succesul implicit, în ciuda oricărei greșeli, a lipsei de calitate și de merit și a eforturilor concurenților și, respectiv, ale micilor întreprinzători. Unele concentrări economice, în ciuda faptului că sunt, în prealabil, autorizate, se dovedesc ulterior a fi mari eșecuri, din rațiuni sociale și judiciare (concedierile aferente nu sunt acceptate ușor și sunt atacate în justiție, cu efectul negativ de imagine consecutiv) sau chiar culturale (fuziuni transfrontaliere teoretic de succes se dovedesc a fi mari dezastre din cauza incompatibilităților culturale ale salariaților, ale administratorilor și ale stakeholders-ilor). În fine, unele concentrări economice de facto se dovedesc a fi de succes în ciuda faptului că nu fuseseră autorizate inițial, iar unele concentrări economice se realizează fără aprobarea autorităților, sub cuvânt că ar fi exceptate de la proceduri – este cazul concentrărilor din domeniul big pharma și din domeniul big tech care se realizează prin achiziționarea concurenților sau a brandurilor inovatoare, deseori cu intenția de fi închise definitiv. Globalizarea a antrenat fenomenul asasinatelor economice și „sportul” preluărilor ostile perfectate de așa-numiții „vânători de control”, care sunt extrem de nocive pentru economiile mici și în curs de dezvoltare, mai ales pentru că determină, prin corupție și conflicte de interese, furtul masiv de resurse și captivitatea salariaților, obligați să muncească forțat și pe remunerații de mizerie. În altă ordine de idei, globalizarea este generatorul dilemei dacă un stat cum este România, ca membru al UE, ar trebui să faciliteze sau nu crearea de campioni economici care să poată concura de la egal la egal cu campionii economici regionali sau globali. Cu condiția ca întreprinzătorii obișnuiți să nu fie afectați din perspectiva independenței economice în raport de campionii economici, sub raportul competiției și al inovației și sub raportul calității și al bunăstării consumatorilor prin prețuri rezonabile și accesibile, se poate accepta că o bună politică economică în domeniul concurenței ar putea facilita crearea de campioni economici. (extras din referatul final privind teza de doctorat care se va susține la Facultatea de Drept a UB în data de 27 septembrie 2023, teză elaborată de doctorandul Andrei Alecu, sub coordonarea mea) *Conform lui N. N. Taleb (Lebăda neagră, Editura Publica, 2010) compară acest efect al concentrării economice cu parabola dintr-un verset biblic, pe care îl regăsim în Evanghelia după Matei : cine are, i se va mai da; cui nu are, i se va lua și ceea ce nu are ...",,,,,,,,,-2.9
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48411,68767,2023-09-25 14:58:55 EET,2023-09-25,14:58:55,Live Video Complete,572,258,82,147,80,1,1,0,2,1,owned,Yes,2686,4591,0,00:50:24,https://www.facebook.com/100063623349419/posts/1293687251513629,"25.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/1293687251513629/,,,"25.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.43
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48425,68778,2023-09-26 13:37:06 EET,2023-09-26,13:37:06,Live Video Complete,522,309,113,45,36,0,7,2,7,3,owned,Yes,5764,5835,0,00:36:23,https://www.facebook.com/100063623349419/posts/294397500022588,"26.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/294397500022588/,,,"26.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,1.3
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89935,91789,2023-09-27 13:36:42 EET,2023-09-27,13:36:42,Link,503,345,54,62,4,16,7,12,1,2,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/780721547397349,https://www.activenews.ro/stiri/Luptator-din-UFC-sustine-cu-mana-pe-Biblie-ca-incendiile-din-Maui-au-fost-inadins-provocate-pentru-furarea-pamanturilor-locanicilor-si-ca-%E2%80%9ESatana-preia-pamantul-184625,https://www.activenews.ro/stiri/Luptator-din-UFC-sustine-cu-mana-pe-Biblie-ca-incendiile-din-Maui-au-fost-inadins-provocate-pentru-furarea-pamanturilor-locanicilor-si-ca-%E2%80%9ESatana-preia-pamantul-184625,,,Luptător din UFC susține cu mâna pe Biblie că incendiile din Maui au fost înadins provocate pentru furarea pământurilor locanicilor și că „Satana preia pământul”,"Popular luptător „în cușcă” din UFC, Bryce Mitchell, care în 4 octombrie va împlini 29 de ani, nu s-a sfiit după repurtarea unui semnificativ succes în weekend la Las Vegas, revenind ...",,,,9.31
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48425,68778,2023-09-26 15:01:45 EET,2023-09-26,15:01:45,Live Video Complete,461,229,71,116,42,0,0,0,0,3,owned,Yes,3040,4372,0,00:51:22,https://www.facebook.com/100063623349419/posts/1345026283094439,"26.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/1345026283094439/,,,"26.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.15
Cristian Terhes,CristianVTerhes,100063648702791,POLITICIAN,RO,"Cristian Terhes - Europarlamentar PNTCD, membru in Grupul ECR",2019-03-25 13:52:13,276965,405559,2023-09-25 20:08:10 EET,2023-09-25,20:08:10,Live Video Complete,446,274,58,67,35,2,2,0,4,4,share,No,1517,27692,0,01:06:29,https://www.facebook.com/100063648702791/posts/819340343530915,https://fb.watch/nhxuTqAJae/,https://www.facebook.com/cotidianul.bzi/videos/646830680590300/,,,BZI,"De la ”Identitate Digitală”, ”pregătiri” pentru un nou val al pandemiei la dorința europenilor de partide național-suveraniste într-o emisiune BZI LIVE alături de Cristian Terheș, europarlamentar România",,,,-26.53
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48442,68793,2023-09-27 14:59:55 EET,2023-09-27,14:59:55,Live Video Complete,402,200,47,115,39,0,0,1,0,0,owned,Yes,2158,2579,0,00:49:47,https://www.facebook.com/100063623349419/posts/327581519801466,"27.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/327581519801466/,,,"27.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50615,106508,2023-09-27 14:01:10 EET,2023-09-27,14:01:10,Status,333,248,27,51,0,1,1,4,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/638421714944615,"Gușă: Putin îngenunchează UE prin arma agro-energetică. Consecințele letale ale interzicerii exportului de combustibil rusesc! “Winter is coming!” (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă În România nu au fost știri legate de această decizie a Federației Ruse, dar în Occident s-a discutat și, consultând presa franceză în ultimele zile, sunt în măsură să vă dau detalii despre consecințele faptului că Rusia a decis interzicerea exportului de motorină și benzină, consecințe care se vor propaga în mod cvasi-letal în special asupra economiei Uniunii Europene. Desigur că Rusia a justificat acest demers prin vocea lui Putin, spunând că ar vrea să își protejeze piața internă. Pe cale de consecință, au și scăzut prețurile la benzină și motorină și nu doar pentru populație, ci mai ales pentru transporturi și producția industrială, ceea ce vă dați seama că va avea drept consecință directă scăderea prețului produselor rusești, respectiv ridicarea indirectă a nivelului de trai al rușilor. Trebuie să știți că Rusia deține 13% din producția mondială de motorină și benzină, iar pentru piața internă avea nevoie de circa jumătate din această producție, restul o exporta aproape în exclusivitate pe piața europeană. Această blocare a exporturilor de motorină și benzină a influențat direct prețul barilului de petrol, care a crescut foarte mult tot în beneficiul Rusiei și al altor țări producătoare de petrol, dar a crescut mult și prețul tonei de motorină sau benzină, mai ales pe piața europeană după ce s-a făcut această procedură, ceea ce vă dați seama că ne afectează în primul rând pe noi. Cum? În afară de creșterea de preț, care încă nu s-a resimțit per total, această interdicție de exporturi de motorină și benzină afectează major transporturile maritime, aeriene, producția de orice fel, inclusiv agricultura, care se bazează foarte mult pe utilaje care folosesc această benzină și această motorină. Pe cale de consecință, vom avea în Europa, văduvită de această motorină și benzină, crize de aprovizionare majore în scurt timp, în această toamnă. Pe cale de consecință, inflația care oricum e scăpată de sub control, va crește și mai mult și uite criza economică indusă și marea lecție pe care Rusia o dă Uniunii Europene. Adică Putin zice „ne-ați impus sancțiuni economice, dar le-ați impus prost. După un an de sancțiuni, economia Rusiei a crescut, nivelul de trai al rușilor a crescut. Ei, acuma vin eu și vă arăt că fără motorină și benzina mea o să intrați în criză economică, măi, europenilor”. Explicația este simplă: motorina nu este petrol, ea se obține din rafinarea acestui petrol, și Rusia are mai ales rafinăriile potrivite care să poată să proceseze acest petrol; Europa nu prea are, n-a mai investit în aceste facilități, și chiar dacă această Europa va cumpăra, să zicem, petrol rusesc din India, cum a făcut și până acum, nu îl poate procesa pe măsura crizei de benzină și motorină care va veni. Sub presiunea politicilor verzi, o idioțenie, după părerea mea, chiar și SUA și-au diminuat capacitatea de procesare doar anul trecut cu 7%. Drept consecință, în acest moment nici ei nu au posibilitatea să sprijine Europa; ei de abia pot să-și îndestuleze piața internă de consum de benzină și de motorină. Se ajunge, așadar, la rezultatul previzionat de către unii din Clubul de Gândire GOLD că Europa va fi marea victimă a conflictului iscat în Ucraina de fapt cu complicitatea Statelor Unite. Ca să vă puteți imagina efectele per total, prieteni, analizați, spre exemplu, intrarea economiei Germaniei în recesiune în acest an exact din cauza faptului că a refuzat să mai importe gazul rusesc, care era ieftin. La fel se va întâmpla și cu benzina și cu motorina. Sau, dacă vreți, pe palierul alimentar analizați efectele blocării exportului de cereale pe Marea Neagră de către Rusia, iar apoi, în mod consecutiv, decizia Poloniei de a interzice importul din Ucraina, importul de cereale, decizie care a fost urmată apoi și de Ungaria, și de Slovacia și uite așa rușii au făcut să pice, să se spargă solidaritatea Europeană în fața nevoilor alimentare. Tot așa se va întâmpla și cu motorina și cu benzina, iar Statele Unite, nici nu cred că și-au pus problema, dar nici măcar nu pot astăzi să salveze Europa de la această penurie de combustibil. Putin spunea lunile trecute că „bogăția imaginară, dată de cotațiile bursiere, va dispărea și va fi înlocuită de bogăția reală, ce se bazează pe resurse”. Face tot ce poate ca să-și demonstreze axioma pe care a emis-o, iar această bombă agro-energetică care va lovi Europa o vom resimți. Din ce cauză? Că noi ne-am descurca singuri, dar o vom resimți din solidaritate, adică ce avem noi dăm la alții – vezi cazul OMV. Putin ne-a mai dat o lecție.",,,,,,,,,-1.1
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89935,91789,2023-09-27 13:37:32 EET,2023-09-27,13:37:32,Link,367,87,96,69,0,27,4,82,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/780721940730643,"Infarct pe bandă rulantă în Poliție: Doi ofițeri, de 51 și 46 de ani au murit subit",https://www.activenews.ro/stiri/Infarct-pe-banda-rulanta-in-Politie-Doi-ofiteri-de-51-si-46-de-ani-au-murit-subit-184627,,,"Infarct pe bandă rulantă în Poliție: Doi ofițeri, de 51 și 46 de ani au murit subit","Cocerva Dumitru, ofițer de investigații al Biroului „C”  a Inspectoratului de Poliție Ialoveni „a decedat subit” vineri, 22 septembrie, transmite Inspectoratul General al Poliției ...",,,,6.8
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48425,68778,2023-09-26 12:05:57 EET,2023-09-26,12:05:57,Live Video Complete,273,47,200,4,7,3,1,2,8,1,owned,Yes,0,0,0,00:02:14,https://www.facebook.com/100063623349419/posts/1505584140202249,"26.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1505584140202249/,,,"26.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.39
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23185,27018,2023-09-26 22:08:41 EET,2023-09-26,22:08:41,Status,181,156,8,13,1,0,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/862922038723575,"NU TRAGEȚI CU TUNUL DUPĂ MUȘTE! Poate că voi fi în răspăr cu mulți prieteni de-ai mei, dar consider comunicatul Arhiepiscopiei Sibiului ca fiind neavenit. Să mă explic: Știm cu toții (noi, creștinii, evident) foarte bine propensiunile antiortodoxe ale lui Solomon. Evident, filmul nu este un documentar, chiar venit din partea unui om ostil Bisericii dar care are o oarecare onestitate intelectuală, ci o vomă propagandistică. Plătită generos din bani publici, dar de când cultura a fost confiscată de globaliști (de stânga sau de dreapta), nu ne mai miră nimic. Însă nu era treaba unei instituții de anvergura BOR să ceară interzicerea acestui ""film"" (care este și foarte prost făcut, evident). Asta nu face decât să crească interesul - care era foarte scăzut, din datele pe care le am - față de acest rebut propagandistic. Era treaba laicatului să discute despre această producție, dar nu este treaba BOR să ceară cenzura filmelor. Pentru că, la ce se pricep progresiștii cel mai bine este să se victimizeze. Intră în fișa postului pe care îl învață la seminariile de tip Open Society (Soros). Or, comunicatul Arhiepiscopiei exact asta le-a servit. Ceea ce trebuia făcut, dar nu o să o facă dintr-un motiv simplu, că gândește în mare măsură la fel, era un comunicat al Patriarhiei ticluit de tristul Bănescu, în limba lui dilematic-lemnoasă. Atât și nimic mai mult; în niciun caz o cerere de cenzurare. Care servește o nesperată gură de aer unui documentar grotesc precum regizorul.",,,,,,,,,-3.06
Truth For Life,AdevarPentruViata,100081871479176,MEDIA,RO,The Truth will set you free,2018-04-25 17:52:49,82771,120969,2023-09-26 11:50:28 EET,2023-09-26,11:50:28,Photo,168,80,26,24,1,11,2,23,1,0,,-,0,0,0,N/A,https://www.facebook.com/100081871479176/posts/296369073102140,"#Craiova, Duminică 24 Septembrie 2023 Pare a fi GeoInginerie/H.A.A.R.P. - joaca de-a dumnezeii a bipezilor cu un Ego exacerbat, conduși din umbră de Antichrist care le-a pus în mâini Tehnologii de manipulare a Climei. Asa ceva nu a mai fost văzut niciodată în zona Olteniei și în țara noastră ! Ploaia și vijelia au făcut prăpăd in oraș și împrejurimi. Profețiile Biblice arată că #Trăim #Evenimentele #Finale ale acestei Planete. Credit foto: Mihai Stanescu",https://www.facebook.com/photo.php?fbid=296368546435526&set=a.143130891759293&type=3,,,Photos from Truth For Life's post,,,,,2.37
