Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8551,29024,2023-09-19 13:23:15 EET,2023-09-19,13:23:15,Live Video Complete,"1,053",546,227,168,101,2,2,2,2,3,owned,Yes,4538,4823,0,00:54:00,https://www.facebook.com/100085495329227/posts/712348954070981,"Aurelian.RO@Gold FM - 19 sep 2023 Vom analiza ultimele rapoarte științifice ce corelează mortalitatea în creștere cu vaccinarea anti-Covid, respectiv vom discuta despre detaliile scandalului violului în grup petrecut în marja evenimentului AUR din weekendul trecut. Alte (posibile) subiecte: - reunirea de azi a comisiei SRI vs confirmarea lui Hellvig ca prezidențiabil - absorție slabă a fondurilor de coeziune (cu date și cifre) - eurobarometru : UE prăbușită ca încredere în rândul eurocetățenilor (chiar sub nivelul de încredere al unor instituții concrete, Consiliul, Comisia, Parlamentul, etc.) - cum fabrici un dealer (M4ru) ca să stingi scandalul Pascu? - scandalul CIA - mită - rapoarte proveniență SCV-2 (peste care s-a trecut prea ușor) - Rafila și “recomandările” de toamnă-iarnă 2023; avem sau nu antivirale anul acesta?",https://www.facebook.com/100085495329227/videos/712348954070981/,,,Gold FM - 19 sep 2023,,,,,-1.55
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48210,68578,2023-09-19 11:59:07 EET,2023-09-19,11:59:07,Live Video Complete,"1,047",521,310,116,83,4,1,4,0,8,owned,Yes,7070,7183,0,02:15:13,https://www.facebook.com/100063623349419/posts/1819090221822401,"19.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1819090221822401/,,,"19.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.31
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143836,161052,2023-09-18 13:36:28 EET,2023-09-18,13:36:28,Status,767,614,26,104,1,7,0,8,6,1,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/332718589329355,"La nivel de aparență, Uniunea Europeană a pompat mulți bani în România, după aderare. De exemplu, în anul 2021, Comisia Europeană a semnat cu România un acord de finanțare în valoare de 31 de miliarde de euro din fondurile de coeziune. Precizare: aceste fonduri de coeziune sunt puse la dispoziția acelor state - membre ale Uniunii Europene care au un nivel de dezvoltare economică și socială mai scăzut cu minim 10% față de media UE. Evident, în această categorie se află și România - și nu trebuie să ne mândrim cu asta. De altfel, gradul de absorbție a acestor fonduri este atât de mizerabil de mic încât ne face de ocara Europei. Țări ca Spania sau Portugalia au utilizat magistral acești bani, la timpul lor. De exemplu, Portugalia a reușit să construiască podul suspendat Vasco da Gama, din Lisabona, care este cel mai lung din Europa (13 km) și este o excepțională construcție inginerească și realizare arhitecturală (l-am văzut, știu ce spun ...). La rândul său, Spania a reușit să construiască linia de cale ferată de mare viteză Madrid - Barcelona - Paris, cea mai lungă din Europa. Până la falimentul suveran din 2010, Grecia a construit, de asemenea, extrem de multe elemente de infrastructură din acești bani. E vorba de autostrăzi, spitale, dezvoltare rurală, pescuit oceanic etc. Precizez, de asemenea, că acești bani au natura juridică a unui împrumut, dar rambursarea nu este menită decât a realiza un control al utilizării banilor - ei se pot întoarce la utilizator pentru alte proiecte, până când țara devine suficient de dezvoltată pentru a-i ajuta, ulterior, pe ceilalți. Mecanismul funcționează, dar nu în România. Așa cum am spus cu o altă ocazie vara asta, fondurile de coeziune sunt trecute prin filtrul birocraților români, în special cei din MIPE, care sunt specializați în mega-hârtii și în trântirea proiectelor. Dacă Polonia merge la UE cu rezumate în engleză întinse pe 2-3 pagini pentru a obține astfel de bani, România merge cu valize de 2-3 mii de documente pe care nu le mai citește nimeni, căci sunt redundante, prolixe și făcute parcă special pentru a fi trântite. Mai mult, acele proiecte care „trec” de filtrul european se împotmolesc la birocrații români care le verifică execuția și care decid rambursarea înainte de termen a cca 95% din finanțarea UE, pentru diverse feluri de încălcări. Ca să nu mai spun că UAT - urile care câștigă astfel de proiecte nu au nici măcar 2% - partea lor de co-finanțare. De aici, alte sute de proiecte pierdute. Notă: azi, când vorbim, peste 2000 de primării sunt în pericol de insolvență și de neplată a salariilor dacă guvernul Ciolacu nu rectifică de urgență bugetul pe 2023 pentru a le acorda subsidii. Ceea ce, desigur, va fi aproape imposibil, de vreme ce 96% din veniturile bugetare (nu mă refer la cas sau la cass) se duc pe salarii. Deci statul adună taxe și impozite ca să existe. Evident că nu mai are bani să dea UAT - urilor. Are, în schimb, o foame teribilă de salarii pentru sinecuri, amante, speciali și ajutoare pentru refugiații cu Mercedes S Klasse sau Tesla. Și are bani pentru ajutoare de stat și scutiri de impozite pentru marii comercianți și bogătași. Partea cea mai dureroasă încă nu am revelat-o. Potrivit euro-parlamentarei românce Corina Crețu, „în decembrie 2021 și ianuarie 2022 România a incasat banii din pre-finanțări în valoare cumulativă de aproximativ 3,79 miliarde de euro, iar în octombrie 2022 Romania a incasat prima tranșă din PNRR, în valoare de 2,6 miliarde euro. Din păcate statul Român a făcut plăți în valoare de mai puțin de 5% din banii intrați deja”. (postare pe feisbuc, 28 august 2023). Dacă facem un calcul simplu, observăm că 5% din cei 6,4 mld euro (care conțin și banii din PNRR, pe lângă toate celelalte tipuri de bani europeni) înseamnă cca 320 de milioane de euro. Raportat la fondul de coeziune, care este de 31 de mld euro, această „realizare” înseamnă un grad de utilizare de cca 1% … Este, pur și simplu, siderant! Aici nu mai vorbim de ipocrizie sau rea-voință birocratic - europeană, vorbim de prostie crasă, incompetență de Dorel de la sculărie și de corupție endemică, de corupție grosieră. Practic, în România singurii bani care se fac sunt (i) banii de consultanță și (ii) banii de șpagă. Dacă vi se pare că a atrage atenția asupra acestor realități, probate cu rapoarte oficiale și statistici „betonate” la nivel de Eurobarometru sau de Eurostat, nu aveți decât să continuați să aplaudați realizările minunate ale „blocului democratic”. PS Ministrul de la MIPE, dl. Câciu, spune că în mod sigur vor fi întârzieri în accesarea de fonduri din PNRR (ziariștii vorbesc de minim 6,5 mld, din 29 ...) și că va face el minunea ca banii care nu se iau din PNRR să se ia din fondul de coeziune. Nu știu um se pot deturna astfel fondurile publice (cele două fonduri au cu totul alte motivații și filosofii - unul este pentru egalizarea dezvoltării între statele membre ale UE, celălalt este pentru depășirea dificultăților cauzate de plandemie), dar (truncated)",,,,,,,,,-2.32
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143845,161061,2023-09-19 13:57:07 EET,2023-09-19,13:57:07,Status,621,374,26,85,1,17,10,15,91,2,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/333304352604112,"O nouă conspirație, pe care nu avem voie să o teoretizăm: șeful JP Morgan (Jamie Dimon) zice că guvernele și corporațiile ar trebui să exproprieze acei simpli particulari care-s îndărătnici, precum și micii întreprinzători regresiști care se opun pă progres, pentru a grăbi procedurile de “luptă” contra schimbărilor climatice (după care nu vor mai avea nimic, dar vor fi fericiți ca cei săraci cu duhul): https://www.foxnews.com/media/jp-morgan-ceo-suggests-government-seize-private-property-quicken-climate-initiatives",,,,,,,,,-2.4
Diana Iovanovici Șoșoacă- Oficial,DianaSosoacaOficial,100064686406556,POLITICIAN,RO,"Diana Iovanovici-Șoșoacă, Senator - Pagina oficială de Facebook",2021-02-28 15:24:10,201783,454615,2023-09-18 12:27:08 EET,2023-09-18,12:27:08,Native Video,571,361,28,69,107,1,1,0,1,3,owned,Yes,3820,4043,0,00:05:39,https://www.facebook.com/100064686406556/posts/711785770987630,,https://www.facebook.com/DianaSosoacaOficial/videos/6191068530998654/,,,,,,,,-1.62
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48201,68573,2023-09-18 15:00:39 EET,2023-09-18,15:00:39,Live Video Complete,515,235,70,147,61,0,0,0,1,1,owned,Yes,2690,4275,0,00:50:35,https://www.facebook.com/100063623349419/posts/833227575143492,"18.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/833227575143492/,,,"18.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.14
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48210,68578,2023-09-19 15:03:27 EET,2023-09-19,15:03:27,Live Video Complete,433,179,56,150,45,0,1,1,0,1,owned,Yes,1818,3372,0,00:48:58,https://www.facebook.com/100063623349419/posts/320253260672288,"19.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/320253260672288/,,,"19.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,-1.02
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50570,106372,2023-09-19 13:46:14 EET,2023-09-19,13:46:14,Status,372,265,24,71,2,0,3,2,4,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/634502775336509,"Gușă: Ambasadoarea SUA ne umilește printr-un editorial de PR, dedicat blocării unei decizii guvernamentale referitoare la exportul de cereale ucrainene! (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Kathleen Kavalec, noua ambasadoare SUA în România, a publicat ieri un editorial prin care în aparență ne mulțumește că am asigurat exportul de cereale ucrainene, vezi, Doamne, dar de fapt, prieteni, face presiuni publice pentru ca acest export să continue, indiferent de consecințe pentru agricultorii români, efectuând, practic, o operațiune de sprijin pentru companiile multinaționale, majoritatea americane, ce dețin de fapt proprietatea asupra cerealelor din Ucraina. Ce zice doamna Kavalec? Că ar fi vorba de securitatea alimentară mondială, dar nu e așa. De fapt este vorba de bani privați, în primul rând, și de interese private, pe care dânsa le apără. Mai zice Kavalec că Putin a blocat tranzitul prin Marea Neagră al acestor cereale, dar nici asta nu e chiar așa. Rușii, de fapt, forțează aceste negocieri pentru ca să-și poată vinde și cerealele lor. Mai zice că tranzitul de cereale aduce beneficii României. Nu e așa, chiar agricultorii români spun și demonstrează acest lucru, este în detrimentul lor, iar dacă este vorba despre infrastructură modernizată, păi, doamna Kavalec, puneți mâna pe portofel și finanțați lucrările, că economia noastră nu are această posibilitate astăzi, deoarece este pe sponci din pricina cheltuielilor pentru achiziția de armament. Ce nu zice doamna Kavalec în acest editorial? Că cerealele din Ucraina n-au fost trimise în Africa niciodată și nici în alte regiuni sărace, ci au fost vândute toate în Occident pe bani frumoși. Nu zice doamna Kavalec că miza este, așa cum bine știți de la Gold FM, una de sute de miliarde de dolari pe an și că sunt implicate companii americane gigant, care au cumpărat anii trecuți peste 17,5 milioane de hectare de teren agricol în Ucraina. Deci grâul nu e ucrainean, cerealele nu sunt ucrainene, ci majoritar americane. Nu mai spune doamna Kavalec nici că arealul natural din Delta Dunării a fost modificat și afectat prin săpări și dragări excesive tocmai ca urmare a presiunilor acestor companii multinaționale. Doamna Kavalec, păi dacă e pe bani mulți, de ce nu provocați niște negocieri cu giganții ăștia în urma cărora să ia și România câteva miliarde de dolari pe an din uriașul profit care se face ca să ne putem acoperi pagubele și să ne reparăm această infrastructură de care ziceți că țineți așa de mult, că Delta Dunării în mod sigur nu o mai putem repara. În jurul nostru, prieteni, Ungaria, Polonia și Slovacia au luat decizii de interzicere a exporturilor, ceea ce ar putea favoriza și o decizie similară a României sau măcar o negociere mai bună pentru a câștiga bani dacă tot avem această poziție geo-economică cheie. Desigur că Ambasada SUA acționează în baza intereselor comerciale americane, iar prin scrisoarea deschisă face presiuni publice asupra Guvernului Ciolacu. N-am nicio îndoială că așa se întâmplă treburile. Am zis că ne umilește, în titlu, pentru că eludează adevărul și ne tratează ca pe o țară bananieră, colonizată, ce trebuie să livreze orice, dacă se poate fără negocieri. Dacă va reuși, însă, doamna Kavalec, victoria nu i se va datora dânsei. Răspunderea, însă, o poartă Guvernul României, ale cărui decizii referitoare la speță sunt monitorizate de către toți actorii internaționali. Se va ști, așadar, dacă merge sau nu orice impunere a intereselor externe în statul român și dacă merge nimeni nu va mai dori să negocieze ceva cu noi, deoarece va fi evident că la noi totul merge pe gratis. Deci, Kathleen Kavalec, nu-ți cer respect, pentru că nu se poartă la voi, dar nu ne luați drept idioți utili și nu ne abuzați, pentru că n-avem nicio datorie la voi, de amenințat cu războiul nu ne amenință nimeni, iar de comunism și Ceaușescu am aflat între timp că nu ne-ați scăpat voi, americanii, ci chiar KGB-ul, cel care a dat lovitura de stat în România.",,,,,,,,,-1.01
Iosefina Iosefina Pascal,IosefinaIosefinaPascal,100063953040074,NEWS_SITE,RO,"NU mor Iosefinele, cand vor cainii",2019-04-25 16:10:49,84814,94721,2023-09-18 15:01:10 EET,2023-09-18,15:01:10,Live Video Complete,163,118,3,20,22,0,0,0,0,0,share,No,1087,4272,0,00:50:35,https://www.facebook.com/100063953040074/posts/748837487258013,,https://www.facebook.com/radiogoldfmromania/videos/833227575143492/,,,Radio Gold FM Romania,"18.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,-2.9
evz.ro,evz.ro,100064545585845,NEWS_SITE,RO,Cel mai bun portal de stiri. Știri la zi. Emisiuni TV tip pamflet. Dezvăluiri istorice. Anchete și in,2010-06-03 12:13:52,139979,252901,2023-09-18 10:59:07 EET,2023-09-18,10:59:07,Live Video Complete,158,121,11,15,8,0,1,0,1,1,crosspost,No,1954,1970,47496,01:06:48,https://www.facebook.com/100064545585845/posts/811077890713423,"Cristoiu o face praf pe Ursula 🔔Te alături canalului nostru și ai acces la informații unice: https://www.youtube.com/channel/UCSISsavaXZVeP79HAXu9Ssw/join:=:https://www.youtube.com/channel/UCSISsavaXZVeP79HAXu9Ssw Maestrul e în formă maximă și dă de pământ cu politica UE referitoare la migranți, Schengen și cereale ucrainene. Țara arde, dar Iohannis zboară la New York cu un avion de lux. ""Îl doare în cot!"", spune Cristoiu și explică de ce e Iohannis atât de relaxat. De la 12.00, HAI Live cu Turcescu și Cristoiu, pe canalul de YouTube HAI ROMÂNIA și pe pagina de Facebook evz.ro! Suntem aici: 📺 Evenimentul Zilei___https://evz.ro/ 📺 Facebook__https://www.facebook.com/evz.ro 📺 Instagram__https://www.instagram.com/evz_ro/ 📺 Tik Tok__https://www.tiktok.com/@evz1992 🔔Te abonezi și primești cele mai noi știri și opinii!",https://www.facebook.com/evz.ro/videos/811077890713423/,,,Cristoiu o face praf pe Ursula,,,,,-1.15
