Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,142992,160214,2023-08-28 08:20:52 EET,2023-08-28,08:20:52,Status,"1,625",1087,49,326,4,3,0,131,24,1,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/321080830493131,"În ultimii 5 ani, încasările de la populație de contribuții de asigurări sociale aproape că s-au dublat - de la 26 de miliarde de lei colectate în 2018, la 42 de miliarde de lei bugetate pentru anul acesta. Notă: bugetul anual al asigurărilor sociale de sănătate este mai mare, pentru că 30% se acumulează din alte surse decât contribuțiile populației. De exemplu, contribuțiile angajatorilor (companii, instituții publice). În cei cinci ani despre care vorbim, populația României a scăzut, conform referendumului de anul trecut, cu mai mult de un milion de persoane. A scăzut, deci, și numărul asiguraților. Ar fi trebuit, teoretic, să scadă și cheltuielile de sănătate. Serviciile de îngrijire medicală au scăzut, atât în volum, cât și în calitate. Este valabil atât în cazul spitalelor și clinicilor publice, cât și în cazul celor private. În spitalele din România, gravidele au „dreptul” de a naște pe trotuarul spitalului, de a aștepta 7 ore până își dau obștescul sfârșit sau de a li se confunda o sarcină de 8 luni cu o hernie. Nu avem niciodată suficiente paturi pentru marii arși sau pentru terapie intensivă. La tv, șefii prostocrați ai guvernului și ai ministerelor de resort rânjesc satisfăcuți când mecanismul european de cooperare sanitară găsește mici breșe pentru transportarea în străinătate a pacienților arși în explozii și incendii, ca și când treaba asta jenantă ar fi o victorie a europenismului, iar nu un românesc eșec major de administrare a banilor publici. De altfel, nimic major sau semnificativ nu s-a întâmplat în spitalele conduse de feudalii sistemului sanitar (profesori de medicină - politicieni, sponsorizați ai big pharma, birocrați eterni ai ministerelor și agențiilor „de resort”, lideri ai smurdo-sferei etc.) în ultimii 5 ani. La nivel de principii, de fapt, nu s-a schimbat nimic în ultimii 25 de ani, de când la noi a fost implementat sistemul de asigurări sociale de sănătate de tip german. Spitalele metropolitane sau regionale complexe încă așteaptă lumina zilei, ca și autostrăzile, tocând în gol zeci de miliarde de ani de zile. Reamintesc că, pe vrema plandemiei, la „recomandarea” lui gomandant de la agțiune, spitalele au stat închise în proporție de 80%, restul fiind concentrate pe pacienții plandemiei, inclusiv pe asimptomatici și ipohondri. Inteligent ar fi fost, dacă tot s-a redus atât de mult prestația de servicii asigurate populației, să se fi reorientat surplusul teoretic către investiții și primenirea personalului, inclusiv cu absolvenți de medicină din state unde încă se face carte. Dar nu. Mergem mai departe cu dacia papuc și cu Dorel, care știe cum se transvazează GPL dintr-o cisternă în alta, cu țigara în mână și cu furtunul de la butoiul de țuică. Ne-am fi putut aștepta la o reduce a încasărilor și a bugetelor de asigurări de sănătate, având în vedere aceste scăderi de volum și calitate ale actului medical? Nțț. În schimb, s-au cheltuit sute de milioane de euro pe izolete și ventilatoare inutile, pe spitale mobile nefuncționale, pe măști utile doar supușeniei și pe chituri neconforme de testare a guturaiului. Desigur, să nu uităm niciodată că s-au cheltuit demențial 1,2 miliarde de euro pe seruri experimentale inutile, nocive și refuzate de populație (ca la noi, la luptătorii anti-corupție premiați de ambasade, s-a uitat, totuși de problemă, acolo unde contează, adică la DNA). În plus, numai anul trecut, un număr de trei mari lanțuri de farmacii, au făcut o cifră de afaceri de 7 miliarde de lei, pentru care nu au achitat impozite, pe motiv de „optimizare fisclă” (cifra este mai mare cu cel puțin 3 miliarde; există un al patrulea lanț, care a declarat profit anemic pe aceste 3 miliarde, urmând a achita niște firfirici cu titlu de impozit). Ei bine - ca să mă exprim în clișeele reporterilor de teren de la tv - mai mult de 70% din această cifră de afaceri provine din medicamente compensate și gratuite, adică, finanțate din asigurările sociale de sănătate. Să mai reținem că, în perioada plandemiei și în perioada de după, spitalele și-au majorat în ritm amețitor personalul, iar salariile din sistem s-au dublat ori s-au triplat, ca să nu mai vorbim de sporurile aferente muncii de „eroi din linia întâi”. S-a ajuns în situația spitalului din Urziceni, care are mai mult de 220 de angajați, inclusiv secție de ginecologie, dar trimite gravidele să nască la alte spitale (dacă au noroc și nu arată prea sărace) ori le lasă să se descurce cum or putea, pe trotuar (pentru că sunt de etnie romă și mai au și dizabilități). La Botoșani e chiar mai rău - gravidele pot să dea ortul popii, că medicul de gardă nu se trezește din siesta. Ca să nu mai vorbim de spitalele unde omul merge pentru a fi salvat, dar a doua zi „se trezește, Doamne ferește, mort” (după celebra expresie inteligentă a unei madam ministru), pentru că instalațiile electrice sau de oxigen improvizate incendiază secția de ATI sau de nou-născuți a spitalului. (tot respectul pentru profesia de medic - vindecător, dar nu se (truncated)",,,,,,,,,-1.05
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241536,290799,2023-08-30 19:40:57 EET,2023-08-30,19:40:57,Live Video Complete,"1,498",616,142,641,61,13,1,7,9,8,owned,Yes,8201,9279,0,00:30:26,https://www.facebook.com/100044152373697/posts/708427534635131,"Angela Negrota cere anularea inteparii copiilor in scoli si licee! Odiosul ordin de ministru prin care se permite inteparea a intrat deja in vigoare!!! Amplu Protest maine pe 31 august, în fata Ministerului Educației!!! DISTRIBUITI!!!💣💣💣",https://www.facebook.com/100044152373697/videos/708427534635131/,,,Angela Negrota cere anularea ordinului prin care se vrea inteparea copiiilor! Protest 31 august,,,,,1.62
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47873,68270,2023-08-29 11:59:58 EET,2023-08-29,11:59:58,Live Video Complete,"1,422",526,648,121,99,3,8,2,4,11,owned,Yes,7407,7598,0,02:13:13,https://www.facebook.com/100063623349419/posts/1063119218016426,"29.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1063119218016426/,,,"29.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.86
Mihail Neamțu,mihailgeorgeneamtu,1081823837,,,,,83988,N/A,2023-08-30 09:33:21 EET,2023-08-30,09:33:21,Status,"1,314",902,91,170,118,0,3,25,0,5,,-,0,0,0,N/A,https://www.facebook.com/mihailgeorgeneamtu/posts/10226027209361754,"Îmi amintesc perfect cum bunica își spunea seara rugăciunile și cum se citea Biblia în casa țăranilor din Târnova, unde am copilărit o vreme, aproape de Munții Zărand. Totul în viața satului românesc era impregnat de sentimentul sacrului. Vedeai oriunde numai troițe, cruci, icoane sau cimitire îngrijite. Duminica auzeai clopotele și cântări religioase reverberînd peste grădini. Oamenii știau pe de rost Psalmi și parabole nou-testamentare. Copiii ascultau cuminți predica și dădeau binețe celor vârstnici pe stradă (care se și se salutau cu „Doamne ajută!”)… Generațiile trecute prețuiau — indiferent de IQ, clasă socială ori putere financiară — tot capitalul spiritual al creștinismului. Suntem noi mai buni decât țăranii care au realizat Marea Unire? Nu cred. Ce moștenire vom lăsa la capătul vieții? Probabil vom depăna amintirea cețoasă a unor filme proaste din portofoliul Netflix, zvonul certurilor pe Facebook și ecoul altor derizorii interacțiuni online. Am părăsit spațiul sacru care pentru țărani includea nu doar biserica, ci și casa și odaia cu bucătărie — locul unde aveau loc discuții despre grijile zilei, despre muncă și datorii, despre viață și moarte, despre Dumnezeu și despre sfinții Lui. Azi trăim o galopantă secularizare pe care o vedem pretutindeni, din Cluj, Iași sau București până în alte orașe „modernizate”. Pe vremuri tinerii discutau despre Decalog, azi conversează în marginea perversității. Odinioară citeam povestea lui David și Ionathan, azi se vorbește despre schimbarea de sex. Oamenii se salutau cu „Hristos a înviat!”… Azi, înjurătura groasă — în plină octavă pascală — a devenit „cool” pe scena unei Filarmonici. „Profanez, deci exist.” Pe lângă spurcăciunea vorbirii, stilul vestimentar șleampăt, lipsit de prestanță și eleganță, amprentează estetica omului recent. Blugii rupți și mirosul de prafuri dubioase dublează sărăcia imaginației morale, mizeria limbajului, goliciunea privirii și sărăcia lăuntrică tăvălită-n suduială și vulgaritatea. Toate aceste forme de degradare culturală și destrămare socială, exhibiționismul sexual, animalitatea și bestialitatea sunt rezultatul unei rupturi în raport cu tradiția și credința creștină care au șlefuit timp de sute de ani sensibilitatea europenilor. Doar întoarcerea „la obârșie, la izvor” ne mai poate face bine.",,,,,,,,,1.72
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47845,68245,2023-08-28 11:59:29 EET,2023-08-28,11:59:29,Live Video Complete,"1,293",589,428,153,106,3,3,2,3,6,owned,Yes,8263,8607,0,02:21:09,https://www.facebook.com/100063623349419/posts/677273553970002,"28.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/677273553970002/,,,"28.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.6
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47905,68315,2023-08-30 11:59:55 EET,2023-08-30,11:59:55,Live Video Complete,"1,186",501,464,97,108,2,5,3,1,5,owned,Yes,7050,7159,0,02:33:04,https://www.facebook.com/100063623349419/posts/1435232940593847,"30.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1435232940593847/,,,"30.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.61
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,142992,160214,2023-08-28 06:05:05 EET,2023-08-28,06:05:05,Status,949,737,9,179,6,3,1,7,7,0,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/321035370497677,"Crime as a service. Episode II. Cu ajutorul sfaturilor neprecupeţite ale principalilor consultanţi globali (auto-denumiţi, semnificativ, The Fat Four ...), corporaţiile multinaţionale reuşesc să economisească, sub forma optimizării fiscale, 1.000 de miliarde de euro anual, la nivelul întregii UE. În acelaşi timp, principalii consultanţi globali consiliază instituţiile UE, pentru 4 miliarde de euro pe an, în privinţa politicilor publice de ... evitare a evaziunii şi optimizării fiscale (adică, a trans-evaziunii). […] Aceste mari concernuri de consultanţă prestează şi servicii de andosare ""ştiinţifică"" a tuturor nebuniilor ideologice din ultimii 15 ani, menite a remodela omul şi societatea, în vederea aşa-zisei ""mari resetări"". Politicile adoptate cu ""legitimitatea"" acestor sfaturi ultra-competente au distrus economia europeană, au sărăcit populaţia, au acutizat polarizarea socială bogaţi-săraci, au adus pe lume ""principiul"" privatizării profitului şi al socializării pierderilor şi, cel mai grav dintre toate, au edificat, pas cu pas, totalitarismul sanitar - digital - climateric de tip chinezesc, intitulat, parcă auto-ironic sau în dispreţul inteligenţei omului obişnuit, ""ordinea mondială liberală bazată pe reguli"". Banii publici alocaţi acestor politici economice, sociale şi ecologice au finanţat aproape exclusiv corupţii, care au devenit şi mai puternici, şi mai greu de combătut. Când politicienii actuali şi influencerii îşi rup cămeşile de pe ei de foculeţ patriotard ce îi cuprinde, deplângând faptul (real) că fondurile europene nu iau calea fermierilor şi antreprenorilor români oneşti şi meritorii, poate că n-ar fi rău să le puneţi în faţă această cruntă realitate, a ""muncii cu cartea"" depusă de mega-consultanţii globali, care discriminează, fură, moşmondesc proceduri, aranjează caiete de sarcini şi manipulează angajaţi - marionetă, fie să tacă în mod conspirativ, fie să dea forward problema, pentru a o ""rezolva"" colegii lor din corporaţii, în aşa fel încât corupţii să prospere şi să îşi consolideze monopolul. Când vă oripilaţi neo-liberal/libertarian că amărâtul care primeşte de la stat 100 de lei pe lună este leneş şi nu merită, gândiţi-vă mai degrabă la ""leneşii strategici"", plantaţi în administraţia publică pentru a tăcea, pentru a fi complice, pentru a da forward caşcavalului public şi pentru a face fundul lat, lanţ la gâtul porcin şi ghiul de cocalar pe deşti. Pe aştia îi plătim noi, toţi, din munca noastră. Nu mai fiţi ipocriţi şi faceţi eforturi de a scăpa de orbirea fariseică pe care v-o predau ONG-urile globaliste şi influencerii progresişti.",,,,,,,,,-1.82
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8417,28768,2023-08-29 13:17:43 EET,2023-08-29,13:17:43,Live Video Complete,925,419,256,162,77,0,2,2,1,6,owned,Yes,3471,3887,0,00:55:42,https://www.facebook.com/100085495329227/posts/230219920016988,"Gold FM - 29 aug 2023 De la 14.15 vom analiza cu Aurelian Popa acțiunile contestate ale lui Raed Arafat în cazul tragediei de la Crevedia, respectiv ofensiva suveranismului din țările europene.",https://www.facebook.com/100085495329227/videos/230219920016988/,,,Gold FM - 29 aug 2023,,,,,-1.84
Oana-Elena Lovin,OanaLov369,100053585390813,COMEDIAN,RO,Să râdem ca să nu plângem,2019-11-29 11:49:44,50659,80914,2023-08-30 15:29:31 EET,2023-08-30,15:29:31,Status,807,500,86,29,8,5,172,3,2,2,,-,0,0,0,N/A,https://www.facebook.com/100053585390813/posts/823831829412989,"Simion e în turneu de lins clanțele Ambasadelor, mai ceva ca Werner. Să nu-ți rămână-n gât Simioane, mai ușor!",,,,,,,,,-1.19
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241535,290801,2023-08-29 18:13:26 EET,2023-08-29,18:13:26,Live Video Complete,552,377,99,40,30,1,3,2,0,0,owned,Yes,5195,5327,0,01:13:46,https://www.facebook.com/100044152373697/posts/1348210175778923,"Patriotul Dumitru Coarna, despre tragediile in lant si coruptia din tara!!! Coarna: Arafat trebuie sa plece medicii de la Botosani trebuie încadrați la omor și luați în cătușe , polițiștii de la Constanța sunt complicii morali la moartea celor doi tineri!!!",https://www.facebook.com/100044152373697/videos/1348210175778923/,,,"Patriotul Dumitru Coarna, despre tragediile in lant si coruptia din tara!!!",,,,,-1.67
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50243,104824,2023-08-30 08:05:36 EET,2023-08-30,08:05:36,Link,341,241,48,42,4,0,5,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/625052186281568,Carlson își cere scuze în numele SUA și prezice prăbușirea NATO! ,https://solidnews.ro/parteneri/2023/08/30/carlson-isi-cere-scuze-in-numele-sua-si-prezice-prabusirea-nato/?amp,https://solidnews.ro/parteneri/2023/08/30/carlson-isi-cere-scuze-in-numele-sua-si-prezice-prabusirea-nato/,,Carlson își cere scuze în numele SUA și prezice prăbușirea NATO! - Solid News,"Comentatorul politic Tucker Carlson a ținut un discurs la Budapesta în care și-a cerut scuze în numele Statelor Unite pentru criticile aduse de ambasadorul american David Pressman față de cea mai recentă represiune anti-LGBTQ+ din țară, scrie Newsweek. Conservatorii precum Carlson au prezen...",,,,1.82
