Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47930,68333,2023-08-31 11:59:46 EET,2023-08-31,11:59:46,Live Video Complete,"1,412",624,539,111,112,3,3,6,4,10,owned,Yes,8940,9190,0,02:24:58,https://www.facebook.com/100063623349419/posts/695416012431176,"31.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/695416012431176/,,,"31.08.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,2.67
Cezar Ionascu,CezarIonascuRO,100066813237286,ACTIVITY_GENERAL,RO,koji.to/@cezarionascu,2017-10-17 23:44:42,65373,151694,2023-09-01 07:32:47 EET,2023-09-01,07:32:47,Native Video,"1,311",1060,78,121,17,3,10,15,1,6,owned,Yes,36429,36916,0,00:00:17,https://www.facebook.com/100066813237286/posts/640918291478606,Planul lor incepe sa se indeplineasca.,https://www.facebook.com/CezarIonascuRO/videos/1254117265302105/,,,,,,,,1.31
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241566,290820,2023-09-03 20:25:59 EET,2023-09-03,20:25:59,Status,"1,067",680,117,94,17,5,3,138,1,12,,-,0,0,0,N/A,https://www.facebook.com/100044152373697/posts/859468598868211,"PROFEȚIA a lui Petrache Lupu, făcută la Sărbătoarea Acoperământului Maicii Domnului din 1 octombrie 1936, se adeverește chiar sub ochii noștri! „Un mare imperiu va cuprinde Europa şi România sfântă va fi cucerită fără să se tragă cu tunul. Mai mult, poporul minţit şi ademenit, va dori chiar el să fie cucerită ţara lui Decebal şi a lui Traian. Mari nenorociri se vor abate atunci asupra românilor. Se vor băjeni cu milioanele, vor fi multe inundaţii şi cutremure mari, secetă mare, furtuni înfricoșătoare venite din senin. Doi ani de zile, România, Europa, și toată lumea o să fie cuprinsă de o nouă boală, o nouă ciumă. Bogatul o să ceară săracului adăpost şi mămăligă. Ţara o să fie trădată chiar de cei care o conduc, iar banul o să fie singura religie a oamenilor. Degeaba preoţii şi vlădicii or să ridice Crucea lui Hristos, că nu vor mai fi ascultaţi şi lumea o să râdă de ei. Hoţii or să fie domni şi curvele, doamne! Mai mulţi ani, România o să fie bârlogul tâlharilor şi va avea felinarul roşu drept stemă. Războiul o să ne bată la uşă şi disperarea îşi va găsi sălaş în sufletul românilor. Când o să piară ultimul trădător de ţară şi toţi românii se vor pocăi, toți se vor întoarce de peste tot acasă, atunci o mare minune se va întâmpla şi Maica Domnului o să-şi întindă Acoperământul Sfânt peste Grădina Ei, salvându-ne pe toţi, pe toţi românii, şi aducând pace, bunăstare şi bucurie. Aşa să ne ajute Dumnezeu!""",,,,,,,,,2.96
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143233,160467,2023-09-03 07:00:54 EET,2023-09-03,07:00:54,Status,830,664,18,122,2,0,0,17,5,2,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/322814373653110,"Episodul VII (final) Recenta nenorocire de la Crevedia, precedentele tragedii cauzate de consumatorii de droguri sau de bețivii care s-au urcat la volan și au cauzat moartea unor nevinovați, știind că nu li se poate întâmpla nimic, cazul azilurilor de bătrâni, incendiile din spitale din anul 2021, de la secțiile ATI, crimele de la Caracal din anul 2018 – toate sunt exemple de rețele mafiotice de sens care au făcut scăpați adevărații vinovați, aruncând publicului ciozvârte de țap ispășitori. Consumul de droguri a explodat în România, mai ales în plandemie. Evident, fiind cerere de droguri, s-a creat și consolidat și oferta de droguri. Cu cât mai mulți consumatori, cu atât mai mulți și mai puternici traficanți de droguri. Traficul de droguri este atât de omniprezent în România, încât drogurile sunt aici mai ușor accesibile și mai ieftine decât în Franța. Banii cash, gri sau negri, curg fluviu în România – cu așa ceva se poate finanța ușor și clandestin statul paralel. Depozitul de GPL care a sărit în aer, azilurile de bătrâni din Voluntari, consumul și traficul de droguri au fost controlate de nenumărate organe și autorități ale statului. Ar fi imposibil ca astfel de lucruri fățișe să nu fi ajuns la cunoștința armatelor de controlori plătiți de noi, din bani publici. Cu excepția tragediilor și dramelor care au devenit publice, nimic nu a oprit afacerile bănoase din aceste domenii. Rețeaua mafiotică de sens este stabilă și predictibilă. Circulația elitelor este atent controlată prin aceste rețele. Așa că fie sistemul este total ineficient, căci dă măsura unui stat eșuat (așa cum ne reamintește, periodic, președintele țării), fie sistemul protejează din umbră afacerile ilegale, pentru că este complice al rețelelor mafiotice de sens. Cine știe, poate că sistemul le este chiar și instigator. Nu este exclus ca sistemul să exercite, prin toleranța față de acest fenomen infracțional, un alt fel de control al populației, unul nelegitim, totalitar și anti-democratic. Prin vulnerabilități artificial construite, prin dependențe induse pas cu pas, prin trecerea de la „iarba de calitate”, la pastilele recreaționale, la prafurile euforice și, la final, la narcoticele injectabile, prin frica de epuizarea stocului de „marfă”, oamenii devin mult mai ușor remodelabili și manipulabili. Poate că acesta este și rolul (voluntar asumat, preluat prostește sau agățat din pură lăcomie) al exponenților organelor de control și al autorităților, transformați ei înșiși în traficanți. Nu trebuie uitat rolul consultanților privați, plătiți pentru a acoperi cu audituri și rapoarte frumos ambalate infracțiunile și fărădelegile din domeniu. Ce fac, în schimb, autoritățile române, cu o precizie de metronom? Ne blochează nouă, cetățenilor „neconsumatori”, conturile bancare, pentru nereguli în formularele de actualizare a datelor cu caracter personal. Ne suspectează pe noi că îi infectăm pe „imunizați”. Ne execută silit pe noi pentru datorii bugetare de 50 de lei. (finalul studiului)",,,,,,,,,-1.98
Cezar Ionascu,CezarIonascuRO,100066813237286,ACTIVITY_GENERAL,RO,koji.to/@cezarionascu,2017-10-17 23:44:42,65428,152035,2023-09-02 07:38:44 EET,2023-09-02,07:38:44,Photo,793,330,70,83,3,140,12,110,43,2,,-,0,0,0,N/A,https://www.facebook.com/100066813237286/posts/641423888094713,"Nu e voie sa avem SUS INIMILE….nu e voie….nu e voie sa spui, sa afisezi, sa proclami credinta in bine. Nu mai e voie. Oook…..",https://www.facebook.com/photo.php?fbid=641423871428048&set=a.590423993194703&type=3,,"grup de persoane, pe baza identității acestora. Cezar lonascu 20 aug. 2023 Aici e cheia: SUS SA AVEM INIMILE!!! Ai distribuit asta în profilul tău Postarea încalcă Standardele comunității privind limbajul care incită la ură. Vezi regula",,,,,,2.46
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50328,105117,2023-09-03 09:01:13 EET,2023-09-03,09:01:13,Status,786,601,34,124,7,1,1,11,6,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/626840589436061,"Trădarea Securității. De ce e Iohannis mai norocos decât cei 4 Escu dinaintea lui?! Am lecturat atent zilele trecute cartea lui Corvin Lupu intitulată “Trădarea Securității în decembrie 1989'' (Editura Paul Editions), pe lângă situații știute sau reamintite, autorul descrie, bazat pe documente sau mărturii confirmate, felul în care câteva zeci de mii de agenți sovietici au sprijinit lovitura de stat din România ce-a dus la căderea regimului Ceaușescu, instalând în loc oameni controlați de Moscova. Teza din titlu este demonstrată cu brio, apare deci clar cum Securitatea l-a trădat pe Ceaușescu, acționând în concordanță cu planurile urzite la comanda lui Mihail Gorbaciov, care era în acord cu președintele SUA George Bush, cu care se întâlnise la Malta la începutul lui decembrie 1989. Dac-o s-o citiți, ceea ce vă recomand, o să descoperiți multe detalii relevante inclusiv pentru evenimente curente, de la interesul Ungariei pentru Transilvania, relevat prin participarea securiștilor unguri la operațiunile din România, la popularea mediului public românesc cu informatori ai Securității cărora li s-au ars dosarele, până la averile uriașe de azi ale foștilor securiști, a căror bază s-a pus prin devalizarea statului român de câteva miliarde de dolari chiar în decembrie 1989, ulterior prin preluarea activelor profitabile din economia românească. Cartea se citește ca un thriller, desigur că există și sentințe dure, unele poate prea hazardate, asupra acțiunilor trădătoare ale multora dintre cei implicați, dar repet, are meritul că folosește documente și mărturii confirmate. Desigur că Ceaușescu scăpase frâiele puterii către în anii '80, din cauza bolilor ce-l măcinau nu-și mai putea controla personal și eficient colaboratorii principali, lăsând acest lucru în sarcina Elenei Ceaușescu, o femeie ușor de manipulat, prin prisma prostiei și ambițiilor mărunte ce-o dominau. Rămâne însă clar că planul de eliminare a lui Ceaușescu de către URSS fusese declanșat încă din 1969, ca repercusiune a opoziției sale la invadarea Cehoslovaciei de către sovietici, dar scopul planului DNIESTR (Nistru), de înlocuire a sa cu un nou lider aservit Moscovei, n-a putut fi îndeplinit decât după 20 de ani, și doar prin trădarea acestuia de către Securitatea română. Ca să mă apropiu de răspunsul la întrebarea din titlu, marchez deci că primul Escu din cei patru evocați a putut fi eliminat rapid, și ulterior ucis, doar pentru că serviciile secrete românești l-au trădat. La fel i se va întâmpla și următorului Escu, Ion Iliescu, care n-a putut câștiga alegerile din 1996 tocmai pentru că pierduse încrederea pe axa Moscova-Washington, și-atunci fostul șef al SRI, Virgil Măgureanu, agent acoperit sovietic/rus, a coordonat în mod subteran procesul electoral pentru aducerea la putere a celui de-al treilea Escu, Emil Constantinescu, o marionetă vopsită potrivit pentru ca să semnalizeze o traiectorie occidentală, fiind de fapt un președinte care a girat în continuare dominația foștilor securiști asupra infrastructurii economico-administrative a țării. Constantinescu n-a corespuns așteptărilor securiștilor (la nivel politic era un haos instalat), și chiar înaintea alegerilor din 2000 a fost obligat să abandoneze sub presiunea unor dosare de șantaj ce-ar fi putut să-i ducă direct la pușcărie pe el sau pe apropiații săi. Iliescu și securiștii săi au acționat însă în mod eficient în timpul mandatului lui Constantinescu, și a reușit revenirea la putere în anul 2000, sprijinindu-se de această dată pe axa de influență SUA-Israel, ce-și începea dominația asupra României, în condițiile în care Federația Rusă nu mai putea emite pretenții de joc politic la noi, fusese pusă la pământ ca influență în mandatele lui Boris Elțîn. După anul 2000 americanii au câștigat treptat autoritate în România, inclusiv prin acțiunile organizației lui Soros, oamenii din serviciile secrete (aflați sub influența cvasi-totală a foștilor securiști) s-au racordat trendului, și-așa a putut intra pe scena puterii cel de-al patrulea Escu, Traian Băsescu, ce-a devenit președinte în 2004, în competiția cu un Adrian Năstase devenit nevolnic și rămas perplex în fața trădării sale de către serviciile secrete. Ulterior, pentru că n-a vrut să accepte rezultatul generat prin complicitate internațională de intelligence, Năstase a ajuns și la pușcărie, așa cum era s-o pățească și Victor Ponta după 2014, din aceleași motive ca fostul său mentor. Revenind la Băsescu, acesta a forțat realegerea sa prin fraudă electorală în 2009, iar acest lucru a fost posibil doar pentru că a cedat decizia oamenilor lui Soros din justiția și serviciile secrete românești, treabă ce s-a dovedit aproape fatală pentru familia și apropiații săi în final, unii dintre ei înfundând pușcăria. E evident astfel că și Băsescu a fost trădat finalmente de către securiștii săi, dar n-a pățit-o și mai rău doar pentru că a știut să jongleze bine cu dosarele de șantaj la adresa oamenilor lui Soros sau chiar a unuia ca Joe (truncated)",,,,,,,,,2.04
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50268,104905,2023-08-31 11:50:23 EET,2023-08-31,11:50:23,Photo,583,445,37,79,18,0,1,2,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/625573016229485,,https://www.facebook.com/photo.php?fbid=625573002896153&set=a.384763180310471&type=3,,,,,,,,-1.18
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47930,68333,2023-08-31 15:00:09 EET,2023-08-31,15:00:09,Live Video Complete,543,293,77,114,54,3,0,1,1,0,owned,Yes,3395,4028,0,00:56:28,https://www.facebook.com/100063623349419/posts/234865845750334,"31.08.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/234865845750334/,,,"31.08.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.03
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,47960,68360,2023-09-01 12:00:13 EET,2023-09-01,12:00:13,Live Video Complete,489,208,222,27,21,0,5,0,3,3,owned,Yes,3606,3626,0,02:12:09,https://www.facebook.com/100063623349419/posts/1325792094966738,"01.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",https://www.facebook.com/radiogoldfmromania/videos/1325792094966738/,,,"01.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",,,,,-1.07
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50268,104905,2023-08-31 14:22:47 EET,2023-08-31,14:22:47,Status,376,291,25,53,2,1,3,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/625623032891150,"Gușă: Interviul lui Carlson cu Orban arată că Ungaria are ambiții, expertiză și lideri de talie internațională. Vecinii se pregătesc pentru rolul de viitor lider regional! (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Am urmărit aseară și varianta video a interviului lui Tucker Carlson cu Viktor Orban, interviu filmat într-un mediu plăcut, aristocratic, din frumoasa Budapesta, treabă care a dat și ștaif, dar și un un curs foarte plăcut acest interviu. Cine este, însă, Tucker Carlson în Statele Unite și ce pregătește el? O întrebare retorică, al cărei răspuns este valabil pentru cei care nu-l cunoașteți încă bine. Tucker Carlson este un suveranist american, cea mai mare vedetă de televiziune a Statelor Unite hai să zicem din ultimii cinci ani. El a avut o evoluție ascendentă în timpul mandatului lui Donald Trump, dar mai ales de când America a fost preluată de către Biden, fiind curajos și reclamând excesele împotriva democrației și a libertății de exprimare, respectiv fraudarea alegerilor pregătite și executate de către oamenii lui Soros, Nuland, Biden și așa mai departe, respectiv primul jurnalist american important care s-a aplecat asupra minciunii și dezastrului războiului ucrainean de natură să distrugă în primul rând Uniunea Europeană. Legat de Uniunea Europeană, Tucker Carlson, cu prilejul acestui interviu, era la a doua vizită consecutivă în Ungaria, la interval de mai puțin pe două luni, cunoscând foarte bine zona europeană, cunoscând și Ungaria, cunoscând fostele țări comuniste, deoarece tatăl său, celebrul Dick Carlson, pe care îl cunosc foarte bine și-mi este prieten, este fostul director al Voice of America, Vocea Americii, o entitate radio finanțată împotriva sistemului sovietic și comunist chiar de către CIA. Mai menționez că în cursul acestei a doua vizite la Budapesta, în Budapesta, în sediul Ambasadei Serbiei din Budapesta, Tucker Carlson a realizat un interviu și cu președintele Serbiei, Aleksandar Vucic, interviu care în scurt timp o să fie difuzat, prieteni, și sunt convins că acest interviu ne va oferi și alte surprize apropo de celebritățile din regiunea noastră. Viktor Orban, în cadrul acestui interviu, v-am spus, inteligent, cultivat, volubil, tăios când e cazul, cu o engleză diplomatică vorbită, dacă vreți, în stil spaniol, adică „patrioricamente mal”, adică cu o pronunție greșită, tocmai pentru ca să arate că el nu este un nativ american, foarte frumos, în cursul acestui interviu el dând de pământ cu Biden, proiectându-l pozitiv atât pe Donald Trump, dar și pe republicani, a răspuns într-un stil realisto-critic-deferent la adresa lui Putin atunci când a fost șarjat cu eticheta de a fi „valetul lui Putin”, prezentă în propaganda occidentală. A prezentat cu această ocazie și felul avantajos în care țări ca Ungaria, care au fost sub asuprire sovietică sau ca România sau alte țări comuniste, pot să înțeleagă mult mai bine ce este Rusia și cum se poate conviețui cu această Rusie. Pe scurt, în cadrul acestei interviu, acest lider al Ungariei și-a prezentat în mod credibil în fața lumii, pentru că interviul are răspândire planetară, potențialul personal deosebit de viitor negociator și aranjor în regiune. Nici măcar n-a apucat să vorbească, deși ar fi putut, și despre China și relațiile privilegiate ale ungurilor cu China, și despre Turcia, dar mai ales Israel, pe care se bazează foarte mult Ungaria, despre axa cu Serbia pe care a construit-o și care pare indestructibilă astăzi. În schimb a avut timp să pună la pământ practic Germania, criticând-o dur pentru felul în care această Germanie s-a umilit în fața Statelor Unite atunci când Statele Unite, și nu s-a ferit să vorbească despre asta, a distrus conductele Nord Stream. Comparați, prieteni, la nivel mental, această evoluție a lui Orban, ar fi bine să urmăriți și interviul, cu potențialele evoluții ale oricăruia dintre politicienii de top români, care n-ar fi făcut față unui asemenea interviu, în engleză, bazat pe întrebări sofisticate, care cereau răspunsuri clare, dar de un anumit nivel intelectual, și o să aveți imaginea slăbiciunii și inadecvării noastre. Ce să fi făcut Iohannis, care vorbește o engleză mai bună decât Orban? Să repete ca un papagal ce se spune pe la NATO, pe la UE? Ce să facă? El n-avea ce să facă, nici n-are idei, nici n-are imaginație. Ciucă? L-a iertat Dumnezeu, nici nu s-ar fi calificat pentru un asemenea interviu, deși avea datele: era un general, prim-ministru într-o zonă de război. Nu merge. Marcel Ciolacu? Nu are un Pedigree care să îl proiecteze a se califica pentru un asemenea interviu, n-a făcut practic nimic, doar a rezistat până la acest moment. Iar George Simion, chiar dacă a dovedit dexteritate în niște interviuri nefilmate cu presa internațională, nu are deocamdată bagajul politic, geopolitic sau cultural ca să facă față unui interviu cu Tucker Carlson, decât poate din postura de din cultura de jolly joker. Asta-i tot. În (truncated)",,,,,,,,,-1.03
