Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8563,29060,2023-09-21 08:33:22 EET,2023-09-21,08:33:22,Live Video Complete,"1,349",529,535,188,83,4,1,2,4,3,owned,Yes,5369,6091,0,02:39:43,https://www.facebook.com/100085495329227/posts/2017173421969555,"PROTEST MARATON : CNA, PARCHET, SRI, PARLAMENT, INS, ASF, MJ, PG, AEP, AFI, Min En - prima parte",https://www.facebook.com/100085495329227/videos/2017173421969555/,,,"PROTEST MARATON : CNA, PARCHET, SRI, PARLAMENT",,,,,-1.26
Diana Iovanovici Șoșoacă- Oficial,DianaSosoacaOficial,100064686406556,POLITICIAN,RO,"Diana Iovanovici-Șoșoacă, Senator - Pagina oficială de Facebook",2021-02-28 15:24:10,201791,454586,2023-09-22 16:48:27 EET,2023-09-22,16:48:27,Native Video,"1,321",701,128,296,157,2,1,26,8,2,owned,Yes,5611,6696,0,00:03:00,https://www.facebook.com/100064686406556/posts/714263034073237,Denunț împotriva celor vinovați de viol din partidul AUR,https://www.facebook.com/DianaSosoacaOficial/videos/864859791870867/,,,,,,,,1.23
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48254,68617,2023-09-21 12:00:15 EET,2023-09-21,12:00:15,Live Video Complete,"1,111",412,532,75,69,1,5,3,3,11,owned,Yes,7631,7772,0,02:33:50,https://www.facebook.com/100063623349419/posts/1360435868182754,"21.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",https://www.facebook.com/radiogoldfmromania/videos/1360435868182754/,,,"21.09.2023 - ”Ce-i în Gușă, și-n căpușă” - cu Cozmin Gușă",,,,,1.76
Adriana Bahmuteanu Official,,100044152373697,PERSON,RO,jurnalist si psiholog,2015-02-03 20:44:57,241957,291171,2023-09-23 12:06:54 EET,2023-09-23,12:06:54,Live Video Complete,933,570,168,124,53,3,1,1,9,4,owned,Yes,7991,8322,0,01:12:19,https://www.facebook.com/100044152373697/posts/182540984868747,"Activistul Aurelian Popa, solutii pentru salvarea Romaniei",https://www.facebook.com/100044152373697/videos/182540984868747/,,,"Activistul Aurelian Popa, solutii pentru salvarea Romaniei",,,,,1.09
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50576,106407,2023-09-21 14:11:38 EET,2023-09-21,14:11:38,Status,740,612,34,77,6,1,6,3,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/635450478575072,"Gușă: România și-a pierdut busola odată cu blocarea dezbaterii publice și suprimarea libertății de exprimare mediatică prin presiuni, șantaje, mită. (transcrierea editorialului vorbit din emisiunea “Ce-i în Gușă, și-n căpușă!”, de la GOLD FM) Autor: Cozmin Gușă Ion Cristoiu a avut o idee bună aseară și a postat pe blogul său, retransmis de dimineață pe Gold FM, de la 7 dimineața, o dezbatere de acum 27 de ani, moderată de către Vartan Arachelian la TVR 2, unde au mai participat Octavian Paler, marele scriitor, Dumitru Tinu, directorul de la Adevărul, respectiv Ion Cristoiu, care atunci era directorul EVZ. Erau, deci, trei analiști, cu Arachelian patru, cei mai buni ai momentului în orice caz, ce sprijiniseră în 1996, pentru că despre acest an este vorba, ajungerea la putere a lui Emil Constantinescu în detrimentul lui Ion Iliescu, dar care analiști publici, la doar cinci săptămâni de la schimbare, apăreau public să își critice alesul, adică pe Emil Constantinescu. De ce? Pentru că nu-și respecta în mod evident agenda promisă odată cu venirea la putere. Am urmărit cu plăcere azi-dimineață acest fragment de talk show, înțelegând și eu, și alții, faptul că nu au sărit în barca puterii acești analiști, nu au cerut nimic pentru sprijinul adus lui Constantinescu; în schimb au preferat să-și facă datoria față de publicul lor și să reclame urgent derapajele care erau deja evidente în regimul Constantinescu. Mai adaug în acest moment doar calitatea ideilor exprimate de către cei patru în dezbatere, idei bazate pe experiență și cultură, inclusiv politică. Pe scurt, existau toate ingredientele pentru a oferi audienței argumente și criterii de judecată a acțiunilor guvernamentale. Tot timpul am susținut, prieteni, că mass-media, televiziunea, radiourile ar fi chiar Ministerul Învățământului pentru adulți, vrând să subliniez că în funcție de corecta informare publică depinde trecerea examenelor electorale de către cetățeni într-un mod cât mai mulțumitor pentru țară. Desigur că nimic nu este ideal, cu atât mai puțin mass-media, manipulările sau greșelile își fac locul mereu, dar, în condițiile libertății de exprimare ale vectorilor mediatici, cetățenii pot decide greșit sau nu, dar în cunoștință de cauză. Uitându-mă și la acest fragment de talk show de acum 27 de ani, mi-am amintit încă o dată, și de aia vorbesc astăzi, că noi am pierdut această posibilitate de a avea dezbateri libere, deoarece dezbaterea publică a fost blocată de facto. Nu s-a petrecut acest lucru dintr-odată, dar rezultatul îl puteți vedea în fiecare zi, sesizând involuția oamenilor politici și a acțiunilor lor de-a lungul ultimelor decenii, puteți face comparații imediate. Acțiunea de blocare a dezbaterii publice libere este obsesia politicienilor de când lumea, dar tocmai păstrarea libertății de expresie asigură democrația, iar la noi acest lucru a fost posibil până la regimul Băsescu-Soros, adică până în 2005, moment în care s-a declanșat ceva. Și până atunci toți liderii au luptat contra presei, de la Iliescu în jos, însă nu au învins-o. Cum s-a reușit, însă, să fie pusă la pământ presa și blocată dezbaterea publică? Păi din exteriorul breslei și din interiorul acesteia. Din exterior, CSAT-ul lui Băsescu-Soros a definit presa ca vulnerabilitate pentru securitatea națională, iar imediat după asta, SRI-ul și-a orientat antenele către scotocirea vieților private ale jurnaliștilor ca să capete argumente de șantaj ulterior, respectiv binomul SRI-DNA i-a luat la țintă pe patronii români de presă și i-a încarcerat pe rând, asta după ce se antrenaseră, cei din binom, pe patronii din fotbal, distrugând în mod iremediabil și sportul rege. Cum a fost distrusă presa din interior? În primul rând cu sprijinul lui Adrian Sârbu, care atunci era atotputernicul președinte co-patron al Pro TV (Adrian Sârbu este cel ce s-a făcut de râs recent, falimentând o televiziune tot pe spatele datoriilor la stat, cu sume ce nu justifică cei, atenție, 700 de telespectatori pe minut pe care Aleph News îi are). Ce-a făcut Sârbu? Acesta organizat îngroparea Clubului Român de Presă pentru ca să nu mai existe entitate reprezentativă care se luptă pentru drepturile la exprimarea liberă, sistemul l-a folosit pe Sârbu și apoi l-a băgat și pe el în arest, iar de atunci acesta bâjbâie și prin viață, și prin presă cu rezultatele pe care le-am consemnat adineauri. Românii n-ar vrea să se lase manipulați. Cine ar vrea? Dar mai există doar puține insule de emisie jurnalistică corectă; peste 90% din presă e pe butoane, adică scriu și emit doar la comandă. Unii sunt constrânși financiar, alții prin dosare de șantaj. Din acest motiv nu mai există masă critică pentru proteste de stradă, de aia nu mai au curaj nici sindicaliștii să-și reprezinte salariații în mod real (aici procedura a fost similară cu cea din presă), n-are cine să-i mai apere nici pe sindicaliști, așa au defilat OMV-ul și alte corporații prin România, subordonând deciziile oricărei guvernări din România din ultimele (truncated)",,,,,,,,,2.02
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89895,91709,2023-09-24 12:26:02 EET,2023-09-24,12:26:02,Photo,723,504,106,85,3,5,16,2,1,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/778554747614029,,https://www.facebook.com/photo.php?fbid=24081622758117727&set=p.24081622758117727&type=3,,,Olivia,"Și eu mi-am pus problema că dîrele albe din urma avioanelor ar fi fum de motor. Poate că am și crezut, pînă am filmat o astfel de aeronavă, aflată în zbor, care brusc n-a mai emis “fum” de “motor”, ba chiar și-a continuat drumul drept, cam jumătate de cer, pînă cînd, ca la un semn, a început iar să împroaște o dîră groasă și lătăreață, ca o pîclă. 

Deci nu era “fum de motor”, ci cu totul altceva. Ce? Nu știu. 

Apoi, am observat că astfel de dîre apar NUMAI deasupra aglomerărilor urbane, deasupra pîrtiilor de ski sau deasupra litoralului, niciodata între două stațiuni montane sau în largul mării. Și am presupus, iar, că ar fi fost o risipă nejustificată de substanțe, care au un scop precis, și care nu își îndeplinesc misiunea decît sprayate deasupra locațiilor populate de oameni, dinainte știute si targetate.

Apoi, am observat că dintre toți prietenii mei, care au ieșit, într-o iarnă, mai demult, pe pîrtie, la ski, și au inspirat “aer curat de munte”, intr-o zi cu brazde nesfîrșite pe cer, numai eu, care am rămas în camera de hotel, să citesc, nu m-am îmbolnăvit de “enteroviroză”, cu stări febrile, de greață, cu vomă, dureri de cap și de stomac. Si nici n-am “luat” de la ei, in ciuda nedistantarii sociale pe care mi-am asumat-o, ca să ajut. 

De atunci, am mai surprins de multe ori aceeași situație stranie, filmînd de fiecare dată jeturile cu substanțe albicioase persistente și comparîndu-le cu dîrele mici, subțiri, ce dispar aproape pe loc, lăsate de avioane tot cu motor, în alte zile, cînd cerul, în ciuda tuturor aparatelor de zbor, care îl brăzdează, rămîne clar, albastru și senin. 

Nu exclud să mă înșel, însă. Ba chiar aștept opinii pertinente și argumente lămuritoare, care să mă contrazică și să îmi demonstreze, negru pe alb, că mi se pare, doar. Dacă sînt…",,,,13.39
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50580,106416,2023-09-22 08:38:15 EET,2023-09-22,08:38:15,Status,561,472,36,40,3,0,6,0,0,4,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/635767535210033,"Azerbaidjanul joacă cartea Rusiei, care-și marchează astfel dominația militară în Europa! Am semnalat acum două zile semnificația geopolitică deosebită a conflictului militar din Nagorno-Karabah, cu posibilitatea imediată a evidențierii controlului ruso-turc din Caucaz, frontiera de sud-est a Europei, respectiv cu cea a reorientării militare a Turciei, ce nu se mai supune demult directivelor NATO. Am detaliat descrierea situației miercuri într-o analiză la GOLD FM (Gușă: Nagorno-Karabah și dezghețarea conflictelor înghețate. Războiul NATO-Rusia se multiplică în Caucaz și devine sofisticat! (realitatea.net)), și-am explicat ce reprezintă Nagorno-Karabah pentru Armenia, respectiv Azerbaidjan, vechimea de peste 35 de ani a conflictului, dar și felul în care Rusia și Turcia își coordonează diplomațiile azi pentru a reuși să-și marcheze controlul comun asupra flancului sud-estic al Europei, desigur și cu acordul tacit al Iranului. Mai zic că Azerbaidjan a devenit în ultimul an, pe fondul crizei energetice, preferata blocului euroatlantic ce spera, în mod amatoristic, că azerii se vor supune strategiei lor și vor deveni alternativa europeană pentru aprovizionarea cu gaz și petrol, după decizia de eliminare a Rusiei din circuit. Reiau trei titluri de presă din ultimele zile, ce sintetizează corect ce s-a întâmplat pe frontul azero-armean (stiripesurse): ''Armenia se distanțează de Rusia și primește trupe americane. Kremlinul 'analizează profund' noua orientare.'' (06/09/2023) ''Azerbaidjanul sfidează SUA - Operațiunile militare continuă în Nagorno-Karabah.'' (20/09/2023) ''Putin îl somează pe Aliev: liderul din Azerbaidjan își cere scuze și începe epurarea în armată.'' (21/09/2023) Ca să fie și mai clar, mai adaug o scurtă sinteză. Armenia a efectuat exerciții comune cu trupele americane pe propriul teritoriu, semnalizând astfel că nu mai e mulțumită cu protecția Rusiei, care i-a avertizat însă pe armeni că nu e bine ce fac și vor suporta consecințe dure. În mod consecutiv, cu acordul Turciei, rușii le-au sugerat azerilor că sunt de acord cu atacarea armenilor din Nagorno-Karabah, iar Alyiev a comandat ofensiva militară, la care SUA și UE au protestat în mod inutil. Azerii au generat astfel capitularea rapidă a trupelor armene, care-au decis asta după o convorbire a lui Putin cu premierul Armeniei, care s-a văzut părăsit de către americanii și europenii ce-i promiseseră sprijinul. În tot acest timp președintele azer a ignorat orice apel din partea SUA însă, la final, conform planului inițial, a recunoscut indirect tutela lui Putin, cerându-i acestuia scuze pentru ''deranjul'' creat și promițându-i public că-i va pedepsi pe cei din armata sa responsabili pentru uciderea celor câtorva ruși din trupele de menținere a păcii din Nagorno-Karabah. Concluziile imediate sunt că Armenia rămâne deocamdată cu statut de ''paria'', cu previzibile mari mișcări de protest în urma înfrângerii, ce-o vor destabiliza, fiind pedepsită astfel pentru încercarea de ''dans cu americanii'', iar Azerbaidjanul se întărește printr-o victorie simbolică și demult așteptată, dar ajutând Rusia să semnalizeze că face jocurile militare așa cum dorește ea, decredibilizând potențialul de ajutor pe care America sau UE l-ar putea oferi. La Washington și Bruxelles liderii blocului nostru se agită în mod inutil și prostesc, concordant cu lipsa crasă de expertiză și viziune, iar consecințele evenimentului din Nagorno-Karabah vor influența rapid și profund desfășurarea marelui conflict NATO-Rusia, marcat acum și de-această mare victorie simbolică a lui Putin, bine sprijinit de către Erdogan, președintele Turciei, membru NATO. Cozmin Gușă",,,,,,,,,1.53
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48254,68617,2023-09-21 14:59:41 EET,2023-09-21,14:59:41,Live Video Complete,436,199,78,106,49,1,0,1,0,2,owned,Yes,3139,4952,0,00:55:32,https://www.facebook.com/100063623349419/posts/2368411116702298,"21.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/2368411116702298/,,,"21.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,-1.45
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50580,106416,2023-09-22 16:25:28 EET,2023-09-22,16:25:28,Photo,404,139,40,59,1,34,124,3,4,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/635920225194764,"Vai de capul lui Zelenskiy&Company! Ce mai circ penibil … Americanul transgender ce a fost numit purtător de cuvânt al armatei ucrainene a fost depistat că are virusul HIV (SIDA), după cum anunță presa americană. Nici n-am ce comenta în plus …",https://www.facebook.com/photo.php?fbid=635920188528101&set=a.384763180310471&type=3,,"TRENDING: FAKE CONSERVATIVES Report: UKRAINE Biltion Equity Cauring BREITBART ENGLISH CHANNEL EUROPE MIGRANT CRISIS KPOLITICS Celebs Ariana Judd Apatow TRANS POUTICS BRUSSELS Surperted Terroriat FARAGI Guilty UKRAINE'S TRANSGENDER SPOKESPERSON WAS FOUND TO HAVE HIV ACCORDING TO THE RESULTS OF THE UKRAINIAN MILITARY MEDICAL SERVICE TESTS SOCIAL BREITBART STORE WEET f EMAIL SPONSORED STORIES STAT UNC AR HEEL THE BEST PLACES TO BUY COLLEGE APPAREL MAKE SHOWING COLLEGE PRIDE TOO Goodf Lipitor Atumantamai 50Sup20ag $6.00 $9.00 Sarah Ashton-Cirillo, who previously was under investigation pedophilia charges, found have HIV according to the $18.41 $18.42 YOUR PAYING PRESCRIPTIONS- oc PRICES, FIND",,,,,,-1.66
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50606,106481,2023-09-24 11:39:13 EET,2023-09-24,11:39:13,Native Video,399,202,16,69,1,4,102,1,2,2,owned,Yes,2527,2838,0,00:01:26,https://www.facebook.com/100063303756078/posts/636877511765702,"Polonezii îl prezintă pe Zelenskiy ca pe-un cerșetor: “Ajutați Ucraina, dați-ne tancuri și bani!” E limpede că s-a stricat treaba între Polonia și Ucraina, dar acest semnal polonez este de fapt contra administrației Biden care, împreună cu Organizația Soros, sprijină în alegerile poloneze adversarii guvernanților actuali. Hai că-i bine, o să rămânem ultimii susținători ai lui Biden&Company (adică, în limbaj de cartier, “cei mai proști din curtea școlii”)! Cozmin Gușă",https://www.facebook.com/cozminhoreagusa/videos/709173231024149/,,,,,,,,-6.83
Dana Budeanu,dana.budeanu.79,100004273922830,,,,,766380,N/A,2023-09-23 12:04:35 EET,2023-09-23,12:04:35,Photo,305,227,0,17,4,1,55,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/dana.budeanu.79/posts/2720485371437234,"AMIN! PS: BÃ, DA’ CE PACHETE FRUMOASE NOI ASEA, CA N NARCOS! FINESSSSS! S A LUCRAT CEVA LA ASPECT!",https://www.facebook.com/photo.php?fbid=2720484564770648&set=p.2720484564770648&type=3,,"Victor Ciutacu 14 14m• m O gramada de fosti si de actuali intamplati prin presa, cunoscuti in oras ca iau la plic, se dau patetic indignati ca a luat Mitica Buzatu la portbagaj. Unii au motive, ca s-au modernizat intre timp, iau pe ONG",,,,,,-1.2
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50590,106448,2023-09-23 15:20:49 EET,2023-09-23,15:20:49,Native Video,275,43,41,52,0,25,8,38,67,1,owned,Yes,2151,2400,0,00:00:09,https://www.facebook.com/100063303756078/posts/636437975142989,"Și englezii s-au dilit. Îl prezintă pe Isus ca fiind LGBT-ist! În anumite orașe din Anglia săptămâna asta a fost a “bisexualității”. Imaginile sunt dintr-un oraș de lângă Manchester, unde l-au costumat pe Isus ca să pară unul de-al lor. Mai “vrem o țară ca afară”?!",https://www.facebook.com/cozminhoreagusa/videos/1543232089545128/,,,,,,,,-9.91
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48291,68649,2023-09-22 12:00:12 EET,2023-09-22,12:00:12,Live Video Complete,274,143,82,29,20,0,0,0,0,0,owned,Yes,2817,2902,0,02:32:12,https://www.facebook.com/100063623349419/posts/974263837001955,"22.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",https://www.facebook.com/radiogoldfmromania/videos/974263837001955/,,,"22.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",,,,,-1.61
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89895,91709,2023-09-24 15:46:23 EET,2023-09-24,15:46:23,Link,239,69,60,16,0,20,0,73,0,1,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/778656547603849,,https://www.activenews.ro/externe/Baritonul-argentinian-Alejandro-Meerapfel-a-murit-subit-chiar-in-timpul-unui-concert-184565,,,Baritonul argentinian Alejandro Meerapfel a murit subit chiar în timpul unui concert,"Baritonul argentinian Alejandro Meerapfel, în vârstă de 54 de ani, a murit subit vineri seară, în urma unui atac de cord, în timpul unui concert la Festivalul de muzică barocă din Ambronay ...",,,,4.35
