Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143752,160977,2023-09-13 10:00:57 EET,2023-09-13,10:00:57,Status,"1,607",1224,54,300,11,2,2,10,2,2,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/329687006299180,"It’s for the greater good… (este pentru binele cel mare) Es ist für ihre Sicherheit … (este pentru siguranța ta) De departe, cel mai grav lucru care ni s-a întâmplat în și după plandemie a fost că omul a putut să își fabrice o realitate pe care și-a impus-o celorlalți. Bărbatul biologic care se identifică azi drept femeie, mâine pisică și poimâine cerb lopătar s-a impus, în special, pentru că omul de (pseudo)știință l-a justificat consensual. Presa, filmele, programele „educaționale” etc. au trecut la utilizarea de transcuvinte și de transconcepte (pseudo)științifice. Tehnocratul intrigant și corupt, cu suportul prostocratului sau al impostorului de la putere, și-a impus postulatele ne-științifice prin dogmatizate, prin cenzură, prin sancționarea delictului de opinie și prin minimalizarea cercetărilor „independenților” sau a dubiilor oamenilor de bun simț. Odată ce „știința” capătă ștampila autorității, teoria – vedetă nu mai poate fi contestată. Nu mai este falsificabilă (în sensul pe care Karl Popper îl dă termenului), deci devine dogmă. Or, dogma nu mai poate fi contrazisă. Dacă tehnocratul intrigant și corupt este pe o poziție globală, dogma sa devine o „realitate” care se impune TUTUROR celorlalți. De ce? Pentru că „este pentru cel mai mare bine”. Ai stat claustrat în casă luni de zile, ai purtat inutile măști care desfigurează fizic și psihic, te-ai prostit muncind și „învățând” online, ai pierdut prin faliment mica ta afacere care îți permitea să îți achiți ratele și costurile educației copiilor, te-ai înțepat inutil și nociv de 4-5 ori pentru a te „imuniza”, ai stat în frig și nespălat pentru a-l înfrânge pe rus, ai așteptat cu anii să ajungi la spitalul care era închis pentru că trebuia să se concentreze pe „tratamentul” asimptomaticilor, ai acceptat scrâșnind din dinți să te separi de copii sau bunici ca să îi salvezi pe centenarii de la Davos, ai privit neputincios de după gardul de sârmă de la Kaufland la cei care erau „imunizați” și se ghiftuiau cu hamburger din plastic, ai suferit pentru că nu ai putut sărbători cum se cuvine Crăciunul și Paștele? Liniștește-te – este pentru siguranța ta. Iar acum, un exemplu concret de minciună - medicament. Doi parlamentari americani cu atribuții în controlul și supravegherea serviciilor secrete au făcut publice declarațiile unui „șoptitor” (whistleblower) din CIA din care rezultă că mai mulți lucrători de rang înalt ai acestui serviciu secret american au fost mituiți cu sume considerabile de bani pentru a-și schimba declarațiile originare din care ar fi rezultat că virusul plandemiei provenea din biolaboratorul (semi)secret din Wuhan, China. Așadar, nu numai că minciuna a fost utilizată ca medicament, fiind considerată „nobilă” și demnă de a fi sanctificată, dar pentru a i se prezerva sacralitatea s-au plătit sume de bani considerabile cu titlu de mită. Cui? Spionilor de rang înalt din cadrul CIA. Venind de la un „șoptitor” anonim (dar despre care cei doi parlamentari americani spun că este foarte credibil, având chiar grade înalte în ierarhia CIA), este posibil ca această dezvăluire să conțină un mare grad de exagerare sau chiar să fie un fals. Numai că autoritățile americane și, mai ales, serviciile secrete, nu cunosc nici acum originea virusului plandemiei. După aproape doi ani în care varianta „științifică” mainstream care s-a impus a fost originea naturală (virusul ar fi fost contactat de oameni de la animalele sălbatice vândute într-o piață din orașul Wuhan din China, „vinovatul” fiind când un liliac, când un pangolin), autoritățile și serviciile secrete americane au schimbat narativul, susținând că nu este exclusă originea artificială a virsului, mai precis, o scurgere (ne)intenționată din biolaboratorul din Wuhan. Narațiunea a fost imediat însușită de rețelele de socializare și de presa mainstream. Sarcastic - inițial era satanizată și aruncată extra muros orice persoană sau instituție care îndrăznea să exprime dubii cu privire la originea naturală a virusului… Această variantă alternativă comportă, însă, mari riscuri și imense probleme etice și geopolitice. În primul rând, pentru că validează retroactiv „teoriile conspirației” care susțin că în biolaboratoarele lumii „civilizate” se fabrică agenți patogeni utilizabili ca arme biologice, în ciuda faptului că tratatele internaționale le interzic. În al doilea rînd, pentru că devoalează faptul uluitor că laboratorul din Wuhan era finanțat în secret și contrar interdicției impuse de DARPA de Institutul American de Sănătate Publică, minunat condus de dr. Antony Fauci, (anti)eroul plandemiei, și că funcționa cu oamenii de știință francezi și chinezi. În al treilea rând, dacă virusului a scăpat din laboratorul de la Wuhan, cu sau fără intenție, China ar putea fi considerată vinovată de întregul cortegiu de nenorociri generate de plandemie. Cine ar fi apt, în această lume deja tripolarizată și dependentă economic de China, să sancționeze China din punct de vedere economic, judiciar și militar? (truncated)",,,,,,,,,1.09
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8504,28927,2023-09-11 07:21:44 EET,2023-09-11,07:21:44,Live Video Complete,"1,504",1053,157,66,219,0,1,0,1,7,owned,Yes,6399,6660,0,00:01:43,https://www.facebook.com/100085495329227/posts/856240256075899,"Nole Djokovic- 24 and counting, 3 din 4 anul acesta Un adevărat haiduc NEsupus! Neața și spor la școală! 💙💛❤️",https://www.facebook.com/100085495329227/videos/856240256075899/,,,Nole - un haiduc NEsupus victorios,,,,,-1.16
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8504,28927,2023-09-11 20:00:20 EET,2023-09-11,20:00:20,Live Video Complete,"1,429",732,235,319,135,4,0,1,0,3,owned,Yes,6022,7150,0,00:57:27,https://www.facebook.com/100085495329227/posts/337847268583582,Aurelian.RO@interview with Dr. Alejandro Diaz 11 sep 2023,https://www.facebook.com/100085495329227/videos/337847268583582/,,,Aurelian.RO@interview with Dr. Alejandro Diaz,,,,,-1.21
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23143,26980,2023-09-11 11:18:11 EET,2023-09-11,11:18:11,Photo,"1,280",847,40,118,266,0,1,0,0,8,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/854509492898163,"SIMBOL Un sportiv dintr-o țară mică din Balcani, face istorie. Singur împotriva tuturor, a învins. A arătat ce înseamnă forța demnității și cât de mărunți sunt dușmanii libertății; ce dimensiune are minciuna. Pentru că el îl are pe Dumnezeu. Globaliștii, chiar dacă clamează faptul că sunt credincioși, tot necuratului slujesc. Eu sper să ajungă spre 30 de titluri de Grand Slam. Oricum la al 25-lea va doborî recordul mondial.",https://www.facebook.com/photo.php?fbid=854509479564831&set=a.580247996990982&type=3,,,,,,,,4.13
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143726,160955,2023-09-12 17:53:01 EET,2023-09-12,17:53:01,Status,"1,193",973,22,175,15,4,0,2,0,2,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/329323709668843,"Știința, pseudo-știința și pericolul falsului sanctificat În concepția filosofului austriac Karl Popper, știința propriu-zisă este o teorie aptă să explice realitatea faptelor și să genereze predicții falsificabile (nu false, n.n., Gh. P.)., iar „o teorie care NU este refutabilă prin orice mijloc posibil este non-științifică. Irefutabilitatea nu este o virtute a teoriei (așa cum cred oamenii de multe ori), ci un viciu”. Niciun om de știință nu poate pretinde că teoria sa este ultimă. Karl Popper a susținut că este imposibil de dovedit prin teste și experimente că o ipoteză este adevărată. Deși o teorie poate poate oferi explicații și predicții infinite ca număr, numai o mică parte dintre acestea pot fi testate. În schimb, pentru a dovedi că o teorie sau ipoteză este falsă, este suficientă o singură observație certă care contrazice teoria sau ipoteza. De aceea, Popper sugera că orice om de știință ar trebuie să explice, măcar sumar, modalitatea în care teoriile sale ar putea să fie falsificate (sau să dea rateuri …). Dintr-o multitudine de explicații posibile ale unui fenomen, cea mai simplă este și cea mai aproape de adevăr („briciul lui Occam”). Karl Popper a susținut, din această perspectivă, că „pentru fiecare explicație acceptată a unui fenomen poate exista un număr extrem de mare, poate chiar de neînțeles, de alternative posibile și mai complexe, pentru că întotdeauna se pot împovăra explicațiile nereușite cu ipoteze pentru a le împiedica să fie falsificate; prin urmare, teoriile mai simple sunt de preferat față de cele mai complexe, deoarece acestea sunt mai ușor testabile”. Demersul științific nu este altceva decât o corecție din mers sau o rescriere a teoriilor științifice, sub impactul observațiilor și experimentelor care probează că, în variantele lor anterioare, au generat predicții (parțial) false. Este singura modalitate naturală și sănătoasă în care știința progresează – colegii sau concurenții testează mereu teoriile științifice existente pentru a le descoperi fisurile … O teorie nefalsificabilă nu este știință, ci o dogmă. Un set de cunoștințe andosate sau impuse de autoritățile birocratice (supra)statale sau totalitare nu înseamnă știință, ci ideologie pseudo-științifică. Consensul științific, obținut prin „votul” majorității sau al unanimității oamenilor de știință (mai precis, votul tuturor oamenilor de știință înregimentați sistemului și birocrației care i-au exclus de la vot sau i-au ocultat pe cei independenți și curioși din fire …), nu poate înlocui dubiul și permanenta căutare a probelor care contrazic chiar și parțial teoriile științifice. Așa cum a spus și Descartes – mă îndoiesc, deci cuget, deci exist. Paleontologul Stephen Jay Gould scria că „faptele și teoriile sunt lucruri diferite, iar nu trepte într-o ierarhie cu certitudine crescândă. Faptele sunt datele lumii. Teoriile sunt structuri de idei care explică și interpretează faptele”. Cu alte cuvinte, nu faptele trebuie să se supună științei, ci știința trebuie să se adapteze faptelor și realității, în încercarea de a le explica și interpreta și de a genera predicții necesare sau utile progresului cunoașterii. De altfel, Codul civil român dispune că interesul și binele ființei umane trebuie să primeze asupra interesului unic al societății și al științei (art. 61 alin.2). Note : 1. În Ecleziastul stă scris: Am înţeles că înţelepciunea este cu atât mai de folos decât prostia, cu cât lumina este mai de folos decât întunericul. Înţeleptul ştie să-şi folosească ochii, dar prostul umblă în întuneric. Am înţeles însă că pe amândoi îi paşte aceeaşi soartă. […] Căci unde este multă înţelepciune, este şi mult necaz, şi cine ştie multe are şi multă durere. 2. Într-o carte pe care tocmai am terminat-o de citit, Jihadul Butlerian, de Brian Herbert/Kevin J. Anderson, care au continuat și dezvoltat seria Dune, de Frank Herbert, am întâlnit acest pasaj: „știința, sub masca binefacerilor aduse omenirii, este o forță primejdioasă care modifică procesele naturale fără să își dea seama de consecințe. În urma unui asemenea scenariu, distrugerea în masă este inevitabilă”. Așadar, să nu sanctificăm știința, mai ales când este vorba despre o pseudo-știință ideologizată și birocratizată.",,,,,,,,,-1.4
Aurelian Live 6,,100085495329227,MEDIA_CRITIC,RO,A șasea pagină a lui Aurelian.,2022-09-04 13:37:41,8511,28943,2023-09-13 21:23:07 EET,2023-09-13,21:23:07,Live Video Complete,"1,118",606,214,202,88,3,0,1,0,4,owned,Yes,4853,5217,0,01:17:59,https://www.facebook.com/100085495329227/posts/285559867596283,"Aurelian.RO@interview with Denis Rancourt, PhD 13 sep 2023",https://www.facebook.com/100085495329227/videos/285559867596283/,,,"Aurelian.RO@interview with Denis Rancourt, PhD",,,,,-1.41
Cristian Terhes,CristianVTerhes,100063648702791,POLITICIAN,RO,"Cristian Terhes - Europarlamentar PNTCD, membru in Grupul ECR",2019-03-25 13:52:13,276080,404736,2023-09-12 19:04:51 EET,2023-09-12,19:04:51,YouTube,746,486,117,105,11,4,8,7,7,1,,-,0,0,0,N/A,https://www.facebook.com/100063648702791/posts/809821374482812,Live la Vocea Crestinului pe teme de interes curent ,https://www.youtube.com/live/-wcdGi1GOPo?si=S5p-oR6iAzKTRzgW,https://www.youtube.com/watch?v=-wcdGi1GOPo,,”Un nou „val” în această iarnă? Pandemie 2024 ? | cu Cristian Terheș și Florin Antonie,"În emisiunea dialog - Vocea Creștinilor, invitații de marți seară sunt: pastor Dr. Florin Antonie și europarlamentarul Cristian Terheș.Tema: ”Un nou „val” în...",,,,-1.75
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89846,91505,2023-09-12 23:58:27 EET,2023-09-12,23:58:27,Link,697,478,127,65,17,2,2,2,2,2,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/770776715058499,"KOSOVO E SERBIA, BASARABIA E ROMÂNIA! Regal de administrare a unei lecții de legislație internațională pe stadionul Național de la București. ACTUALIZARE: Kosovarii s-au retras cu 0 la 2 de la un meci ILEGAL ce nu trebuia să aibă loc. FOTO",https://www.activenews.ro/stiri/KOSOVO-E-SERBIA-BASARABIA-E-ROMANIA-Regal-de-administrare-a-unei-lectii-de-legislatie-internationala-pe-stadionul-National-de-la-Bucuresti.-Kosovarii-s-au-retras-cu-coada-ntre-picioare-de-la-un-meci-ILEGAL-ce-nu-trebuia-sa-aiba-loc.-FOTO-184308,,,"KOSOVO E SERBIA, BASARABIA E ROMÂNIA! Regal de administrare a unei lecții de legislație internațională pe stadionul Național de la București. Kosovarii s-au retras cu 0 la 2 de la un meci ILEGAL ce nu trebuia să aibă loc. FOTO","„V-am spus-o și la Priștina, Vă spunem și aici: kosovo E SERBIA!”, au scris pe pagina lor suporterii Naționalei de la Uniți sub Tricolor (FOTO) Echipa de fotbal a autointitulatei ...",,,,13.94
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48168,68545,2023-09-11 14:59:55 EET,2023-09-11,14:59:55,Live Video Complete,624,279,56,212,74,1,0,0,0,2,owned,Yes,4003,5869,0,00:47:11,https://www.facebook.com/100063623349419/posts/294015370036443,"11.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/294015370036443/,,,"11.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.35
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48182,68560,2023-09-12 15:00:28 EET,2023-09-12,15:00:28,Live Video Complete,559,227,84,192,51,0,1,0,0,4,owned,Yes,3059,4598,0,00:57:36,https://www.facebook.com/100063623349419/posts/2102460936757463,"12.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/2102460936757463/,,,"12.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.21
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48189,68566,2023-09-13 15:00:43 EET,2023-09-13,15:00:43,Live Video Complete,529,235,129,104,58,1,0,1,0,1,owned,Yes,2580,3710,0,00:53:24,https://www.facebook.com/100063623349419/posts/792142482610112,"13.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",https://www.facebook.com/radiogoldfmromania/videos/792142482610112/,,,"13.09.2023 - ""Scamatoriile Iosefinei"" - cu Iosefina Pascal",,,,,1.24
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89847,91503,2023-09-11 14:13:26 EET,2023-09-11,14:13:26,Link,359,297,5,35,22,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/769741308495373,"Santana, ca si Sorana: Bărbatul e bărbat, femeia e femeie. Așa ne-a făcut Dumnezeu. ATÂT!",https://www.activenews.ro/stiri/Santana-ca-si-Sorana-Barbatul-e-barbat-femeia-e-femeie.-Asa-ne-a-facut-Dumnezeu.-ATAT-184267,,,"Santana, ca si Sorana: Bărbatul e bărbat, femeia e femeie. Așa ne-a făcut Dumnezeu. ATÂT!","Legendarul cântăreț Carlos Santana este catalogat de presa mainstream ca fiind ""anti-trans"" pentru că a afirmat realitatea biologică conform căreia ""o femeie este o femeie și un bărbat este ...",,,,6.65
