Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89850,91538,2023-09-16 13:11:07 EET,2023-09-16,13:11:07,Link,978,589,174,176,10,5,5,14,5,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/773180634818107,"NU EXISTĂ ”MOARTE CEREBRALĂ”! Copilul din Suceava pe care presa ticăloșită vrea să-l ucidă și ”Eroii în Alb” să-l tranșeze poate să-și revină în orice clipă, la fel ca micuțul de 3 ani din Botoșani care s-a trezit miraculos din comă chiar ieri. DOVEZI",https://www.activenews.ro/stiri-mass-media/NU-EXISTA-MOARTE-CEREBRALA-Copilul-din-Suceava-pe-care-presa-ticalosita-vrea-sa-l-ucida-si-Eroii-in-Alb-sa-l-transeze-poate-sa-si-revina-in-orice-clipa-la-fel-ca-micutul-de-3-ani-din-Botosani-care-s-a-trezit-miraculos-din-coma-chiar-ieri.-DOVEZI-184382,,,"NU EXISTĂ ”MOARTE CEREBRALĂ”! Copilul din Suceava pe care presa ticăloșită vrea să-l ucidă și ”Eroii în Alb” să-l tranșeze poate să-și revină în orice clipă, la fel ca micuțul de 3 ani din Botoșani care s-a trezit miraculos","„Copilul de 3 ani aruncat de la etaj de propria mamă, și-a revenit din comă exact când se pregătea deconectarea sa de la aparate. Declarația managerului Spitalului Sf. Maria din ...",,,,18.81
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89850,91538,2023-09-16 19:41:52 EET,2023-09-16,19:41:52,Link,717,365,138,197,10,0,2,1,1,3,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/773424804793690,,https://www.activenews.ro/opinii/Daca-mai-sunt-doritori-sa-injure-preotul-in-cazul-copilului-din-Suceava-ii-invit-sa-reflecteze-inainte-la-cazul-micutului-Gabriel-revenit-din-moarte-cerebrala-la-Botosani.-Cum-s-ar-fi-numit-actul-de-prelevare-a-organelor-lui-Crima.-184401,,,"Dacă mai sunt doritori să înjure preotul, în cazul copilului din Suceava, îi invit să reflecteze înainte la cazul micuțului Gabriel, revenit din moarte cerebrală la Botoșani. Cum s-ar fi numit actul de prelevare a organelor lui? Crimă.","S-au umflat piepturile unora de indignare că părinții unui copil din Suceava, aflat in moarte cerebrală, au refuzat să-i doneze organele, la sfatul duhovnicului. Și-au îndreptat ...",,,,14.06
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50552,106278,2023-09-15 03:08:04 EET,2023-09-15,03:08:04,Status,658,574,38,30,2,4,8,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/632206382232815,"Ucrainenii decretează că “partida rusească” va câștiga alegerile din România! ✌️😉 “Intră-n scenă Marga, Năstase, Gușă, se pregătesc Peiu, Halep, Țiriac Jr.!” După ce s-au îndoit public și oficial de inteligența indienilor și chinezilor (zilele trecute, prin vocea dobitocului de Podolyak), ucrainenii își confirmă lipsa de “materie cenușie” întocmind o listă nouă a “rusofililor-agenți ai lui Putin în România”, care listă, așa cum a fost redactată la Kiev, oferă deja perspectiva câștigării alegerilor din 2024 de către o “partidă rusească”. Iar asta deoarece, pe lângă deja consacrații “rusofili” Simion-AUR și Diana Șoșoacă, ucrainenii lui Podolyak adaugă chiar câteva nume grele, printre care Andrei Marga (pe care Podolyak l-a așezat acum un an pe “lista morții” a celor de la Myrotvorets), Ilie Năstase (care a râs public de câteva ori de prostia ucrainenilor), respectiv pe mine (firesc cumva, la câte “papare” le-am administrat lui Zelenski&Company). Vă închipuiți că, dacă ar fi așa cum zic ucrainenii, văzându-ne pe noi trei alături de partidele suveraniste, o întreagă pleiadă de profesori universitari, jurnaliști, sportivi, vedete publice, ș.a., s-ar înscrie rapid și ei, rezolvând problema de expertiză, credibilitate și leadership a noii “partidei rusești” din România. Probabil că-n ediția “iarnă 2023”, ucrainenii lui Podolyak ne vor ajuta să ne întărim echipa și nu-i vor omite și pe alții care s-ar califica, precum Petrișor Peiu (“spaima multinaționalelor”), Simona Halep (că tot au pus-o americanii cu botul pe labe), Ion Ion Țiriac (care se bate cu americanii, arătându-le găunoșenia în cazul Serena Williams), plus alții, și-atunci vom rezolva și strategia economică și finanțarea “partidei rusești”, și nu doar că vom câștiga alegerile, dar o vom face cu peste 50% din voturi! 🤫😎 Cred totuși că, înafara prostiei, ucrainenii ce-au întocmit lista asta sunt manipulați “în orb” chiar de la Moscova, referitor la problematica României. Cozmin Gușă P.S. Desigur că doar EVZ, condus de către Dan Andronic, manipulat de vechii securiști, putea prelua spre publicare ultima “operă”ucraineană despre putiniștii din România. La Andronic pricep că el crede că-i mai scad ăștia din anii de condamnări dacă prestează aparent anti-Rusia, dar la securiștii bătrâni din spate, care încă mai “pontează” la Moscova, sunt sigur că a fost ceva premeditat și va fi recompensat (și) pecuniar, tot de la Moscova. Așa cum au făcut-o mereu după 1989!",,,,,,,,,1.76
Gheorghe Piperea,gheorghe.piperea,100077736491457,LAW_FIRM,RO,"profesor de drept comercial la Facultatea de Drept din cadrul Universitatii Bucuresti, avocat, pract",2012-11-12 08:43:29,143775,160999,2023-09-14 06:00:12 EET,2023-09-14,06:00:12,Status,619,534,18,60,3,2,0,1,1,0,,-,0,0,0,N/A,https://www.facebook.com/100077736491457/posts/329884262946121,"Adevărul ca datorie și minciuna ca delict (Partea I) La sfârșitul sec. al XVIII-lea, unul dintre cei mai mari filosofi germani, Immanuel Kant, a emis și argumentat cele mai severe precepte relative la minciună. Pentru Kant, a spune adevărul era o datorie legală și un principiu moral fundamental. A minți era deopotrivă un delict și un păcat capital. Poate că o să vi se pară șocant, dar Kant arată că prima crimă relatată în Biblie nu este fratricidul comis de Cain contra lui Abel, ci minciuna spusă de șarpele care a convins-o pe Eva că nu va păți nimic dacă va mânca din mărul cunoașterii. Altă surpriză majoră: în concepția lui Kant, minciuna este ca un vakseen care introduce animalitatea în om (Kant era contra vakseenului) și care îl intoxică exact cum ar face-o o otravă. Kant se situează în contradicție cu o întreagă serie de filosofi și teologi care fie au justificat „minciuna ca medicament”, necesară pentru a proteja interesul public și binele cel mare, fie au atras atenția că, în viața, este uneori necesar să minți. Dacă Platon și unii teologi neoplatonicieni din perioada patristică (sec. III – IV A.D.) au considerat că există rațiuni mai mari decât adevărul care îndrituiesc elitele mundane să mintă pentru a „vindeca” un rău public suprem, Aristotel a susținut că minciuna este mereu josnică și blamabilă în sine, în timp ce adevărul este frumos și lăudabil*. *Etica Nicomahică, Editura IRI, București, 1998, p.99. Pe de altă parte, chiar în epoca în care Kant a emis postulatele sale morale relative la adevăr și minciună, un filosof francez, Benjamin Constant, l-a acuzat de radicalism, arătând că, în concret, omul poate fi obligat să mintă. De exemplu, pentru a salva viața cuiva căutat de un ucigaș, vom minți. Pe de altă parte, Benjamin Constant a arătat că adevărul ca datorie presupune un drept la adevăr. Dar nu poate fi admis un drept la adevăr în cazul în care adevărul ar provoca prejudicii majore altora. A spune adevărul este o datorie numai față de cel care are dreptul la adevăr, iar nu și față de cel care ar putea folosi adevărul pentru a provoca suferințe altora**. Kant, în schimb, a susținut că adevărul nu este o proprietate asupra căreia să acordăm drepturi unora și le refuzăm drepturi altora, ci este datorie absolută. Disputa, însă, nu s-a terminat cu victoria lui Kant, ci al lui Constant. **aceasta pare a fi, explicit sau implicit, justificarea minciunilor – medicament utilizate în plandemie, în războiale „moderne” și în așa-zisa luptă contra schimbărilor climaterice",,,,,,,,,-2.95
Iulian Capsali,iulian.capsali,100050173613486,PERSON,RO,"Biserica, Familia şi Țara. ",2014-04-14 09:07:40,23146,26979,2023-09-15 21:01:24 EET,2023-09-15,21:01:24,Status,542,408,34,86,2,0,4,4,1,3,,-,0,0,0,N/A,https://www.facebook.com/100050173613486/posts/856866995995746,"ȘCOALA ESTE UN SPAȚIU AL EDUCAȚIEI, NU AL REEDUCĂRII Psihologul care NU ARE COPII, nu are ce să caute în școală ca să îndrume elevii. Vor umple școlile cu progresiste care le vor spune copiilor, de pildă, că e normal să-și facă operație de schimbare de sex, dacă ""nu se simt bine în propriul corp"". Nu permiteți ca reeducarea copiilor să fie realizată în școală de ""experți"" făcuți prin programele ambasadelor și a fundațiilor de tip ""Soros"".",,,,,,,,,-1.06
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50552,106278,2023-09-14 11:33:55 EET,2023-09-14,11:33:55,Native Video,438,360,20,44,8,1,5,0,0,0,owned,Yes,3264,3451,0,00:00:44,https://www.facebook.com/100063303756078/posts/631903428929777,"Putin decretează satisfăcut că SUA au ajuns la același nivel de (lipsă de) democrație ca Rusia, argumentând cu felul ilegal și samavolnic în care e tratat Trump. Și nu poate fi contrazis!",https://www.facebook.com/cozminhoreagusa/videos/802471241888315/,,,,,,,,-6.44
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50559,106310,2023-09-15 10:25:07 EET,2023-09-15,10:25:07,Photo,385,202,53,36,0,8,1,7,77,1,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/632353425551444,"Serena cere de fapt anularea titlului lui Halep de la Wimbledon! Circulă multe variante despre semnificația postării Serenei Williams de după suspendarea Simonei Halep. GSP prezintă azi varianta suspendării pentru 8 ani a Simonei, dorită de Serena, referitor la postarea criptică cu “8 e un număr mai bun”. Alții, mai familiarizați cu lumea tenisului și pretențiile Serenei, mi-au explicat că sensul mesajului ar fi de descalificare a Simonei Halep pentru finala de la Wimbledon câștigată în fața Serenei, respectiv acordarea acesteia a titlului. Astfel Williams ar avea 8 turnee câștigate la Wimbledon, cumulând 24 de Grand Slamuri câștigate în total. Cu asemenea recorduri o să-i stea și mai bine anul viitor în echipa de campanie a lui Michelle Obama, cu care Serena e prietenă bună! Mi se pare mai plauzibilă această variantă, în acord cu ambițiile acestei femei ce pare c-a fost dopată cam pe durata întregii sale vieți sportive, nu doar cu ocazia episodului dovedit și invocat public de către Ion Ion Țiriac. Cozmin Gușă",https://www.facebook.com/photo.php?fbid=632353402218113&set=a.384763180310471&type=3,,"gsp.ro MENIU Ce a însemnat mesajul postat de Serena Williams Surse autorizate ale Gazetei susțin că Serena, familiarizată cu regulamentele și posibilele sancțiuni în astfel de cazuri, ar fi cerut invocat suspendarea maximă pentru Simona. Pedepsită pentru două capete de acuzare, o probă pozitivă cu roxadustat și neregularități în pașaportul biologic, Halep ar fi putut primi până la 8 ani de suspendare. Regulamentul prevede cumularea pedepselor, iar Serena spera ca, fiind două infracțiuni doping, Halep să primească",,,,,,-1.76
Cezar Ionascu,CezarIonascuRO,100066813237286,ACTIVITY_GENERAL,RO,koji.to/@cezarionascu,2017-10-17 23:44:42,65756,154530,2023-09-16 15:07:56 EET,2023-09-16,15:07:56,Native Video,360,277,7,70,3,0,1,0,1,1,share,Yes,2451,184223,0,00:00:54,https://www.facebook.com/100066813237286/posts/648695810700854,,https://www.facebook.com/CezarIonascuRO/videos/541708224761383/,,,Cezar Ionascu,"🥊 “Piata libera” vs. oameni flamanzi.

Tu, bărbatul de acum, ești dispus să fii doar o marionetă, să urmezi ordinele și să te conformezi? 

Sau simți căldura sângelui în vene, gata să spargi zidurile, să privești dincolo de etichete și să te confrunți cu adevărul brut? 

Vrei să rămâi prizonier în realitatea lor fabricată sau să îți smulgi libertatea cu propriile mâini? 

E momentul să te rupi din lanțuri, să îți revendici destinul și să îți croiești calea spre esența pură a ființei tale!

Viata TA este mai mult decat un certificat de naștere, o diploma de bacalaureat, un contract de muncă si un CNP intr-o baza de date!

🥊 TREZESTE-TE! 
PANA NU ESTE PREA TARZIU!

https://cezarionascu.com/sunt-barbat",,,,-1.88
Radio Gold FM Romania,radiogoldfmromania,100063623349419,RADIO_STATION,RO,Radio Gold FM Romania. Va asteptam pe frecventa 96.9FM,2011-10-28 11:05:16,48201,68578,2023-09-15 12:31:45 EET,2023-09-15,12:31:45,Live Video Complete,327,173,104,29,20,0,1,0,0,0,owned,Yes,3609,3674,0,02:11:27,https://www.facebook.com/100063623349419/posts/1732717913867070,"15.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",https://www.facebook.com/radiogoldfmromania/videos/1732717913867070/,,,"15.09.2023 - ""Dincolo de propagandă"" - cu Andrei Gușă",,,,,-1.39
ActiveNews,activenewsro,100063785333040,NEWS_SITE,RO,Follow us on https://t.me/activenewsro. ActiveNews este un site de informații și știri necenzurat,2013-10-13 22:01:30,89846,91521,2023-09-15 01:19:08 EET,2023-09-15,01:19:08,Link,316,199,54,9,36,1,15,0,2,0,,-,0,0,0,N/A,https://www.facebook.com/100063785333040/posts/772173224918848,IPS Teodosie a sfințit una din mărețele Cruci ”misterioase” care se ridică pe tot cuprinsul României. FOTO-REPORTAJ,https://www.activenews.ro/stiri/IPS-Teodosie-a-sfintit-una-din-maretele-Cruci-misterioase-care-se-ridica-pe-tot-cuprinsul-Romaniei.-FOTO-REPORTAJ-184352,,,IPS Teodosie a sfințit una din mărețele Cruci ”misterioase” care se ridică pe tot cuprinsul României. FOTO-REPORTAJ,"În vreme ce presa ticăloșită se dă de „ceasul morții” ca să reclame „crucile fără autorizație”, „ilegale”, „misterioase” și „periculoase” (TVR/ Digi 24/ G4 Media / ...",,,,5.75
Cozmin Gusa,cozminhoreagusa,100063303756078,PERSON,RO,Cozmin Gusa - Pagina Oficiala,2019-09-12 14:11:16,50552,106278,2023-09-14 14:53:23 EET,2023-09-14,14:53:23,Link,185,112,14,13,0,2,3,4,37,0,,-,0,0,0,N/A,https://www.facebook.com/100063303756078/posts/631971612256292,"Încă un tun bugetar dedicat corporațiilor: cum este posibil ca, pe fondul creșterii bugetului pentru apărare la 2,5% din PIB, statul să nu organizeze nicio licitație pentru companiile românești?! “(…) statul român nu organizează absolut nicio licitație pentru companiile românești. Toate contractele se stabilesc în urma negocierilor dintre guverne, negocieri în urma cărora nu aflăm nicio informație despre prețul armamentelor achiziționate și este exclus offset-ul, deci nu este implicată industria locală.” ",https://solidnews.ro/economie/2023/09/14/petrisor-peiu-cum-este-posibil-ca-pe-fondul-cresterii-bugetului-pentru-aparare-la-25-din-pib-statul-sa-nu-organizeze-nicio-licitatie-pentru-companiile-romanesti/?amp,https://solidnews.ro/economie/2023/09/14/petrisor-peiu-cum-este-posibil-ca-pe-fondul-cresterii-bugetului-pentru-aparare-la-25-din-pib-statul-sa-nu-organizeze-nicio-licitatie-pentru-companiile-romanesti/,,"Petrișor Peiu: Cum este posibil ca, pe fondul creșterii bugetului pentru apărare la 2,5% din PIB, statul să nu organizeze nicio licitație pentru companiile românești?! - Solid News","Autor: Oana-Medeea Groza Guvernul a crescut bugetul apărării la 2,5% din PIB și cumpără arme de 10 miliarde de euro, a anunțat Andrei Gușă în emisiunea „Dincolo de propagandă” de la Radio Gold FM. Profesorul de economie Petrișor Peiu a subliniat care sunt marile nereguli ale acestei d...",,,,1.08
